id,nc_inst_id,instkey,building_key,cardholder_kastle_guid,card_holder_sees_presence
54,2,2,1,149f31a3-a77c-57a3-75cd-148a2cda2a15,1
55,2,2,1,0800041e-8cb4-d76c-0ec1-399950cca67c,0
56,2,2,1,9a612bba-141b-0166-f3a7-bee44ca62d5e,0
57,2,2,1,08c9058c-e891-3cac-4f9e-74d35273bef6,1
58,2,2,1,d112b16f-b0e9-f3be-51db-58d0756e8327,0
59,2,2,1,cc6b6a81-8e6b-00fd-b027-35ced08bbdf5,1
60,2,2,1,99d7efa5-6b53-ab32-795f-54bf7cef5409,0
61,2,2,1,58adfc00-194f-3207-37f2-3d1c5873df31,0
62,2,2,1,b316cf7c-4004-ea8c-6467-85619c2652de,1
63,2,2,1,3892c748-1b8a-ebb3-27d5-b38e42c730a4,0
64,2,2,1,08730655-0aec-4ad5-6e69-2da73f4f4cbd,0
65,2,2,1,cc602dda-eea9-e82b-49e4-3a3583652287,0
66,2,2,1,02d325d2-5735-cb56-a419-10c3d5e8b901,0
67,2,2,1,999cf579-8379-0fd7-4173-fa6279681752,0
68,2,2,1,d85cabd3-2f4e-6197-136d-8226a2ad4942,0
69,2,2,1,9b0b5824-3206-0961-db19-b5a6bf2ff3bf,1
70,3,3,2,dc721279-ece4-8963-1b9a-75808b9c7959,1
71,3,3,2,90b1141d-899f-c9b1-5caa-d5d3fa56aec6,0
72,3,3,2,cfbbe025-08e3-d4c2-bd14-8ec3e9f21f5f,0
73,3,3,2,4fd57be5-20d0-23f0-d53b-7cf8abbae1a1,0
74,3,3,2,301ab779-eb79-7bfc-e991-321f5a2cfbad,1
75,3,3,2,12fa863d-6565-5988-6d20-9567ff7957c9,0
76,3,3,2,88b66755-bc11-ed9b-d405-94058c0648dd,0
77,3,3,2,c9e6de25-6c6d-aa21-b5f1-e1b19cee9ef6,0
78,3,3,2,c1f4fada-315b-5e69-40a6-c927127e4bc6,0
79,3,3,2,699ef2e0-c233-e3a5-fa80-0ca876b89722,0
80,3,3,2,7177c969-6142-596d-d4e9-d67633d1e383,0
81,3,3,2,3c6607ec-3a46-f23c-8ee3-b95b9ab30286,0
82,3,3,2,2a2686a4-90f3-4ff1-6782-c122b97c196c,1
83,3,3,2,31c5450d-bf71-704f-206f-931c01fc159a,0
84,3,3,2,cc25526b-04dc-297d-5067-9e9dc03bb11a,1
85,3,3,2,2e7ec643-23c3-3688-05b9-5d7c60f10718,0
86,3,3,2,d4dac8df-d0a9-d3dc-b8cc-a497880cb866,0
87,3,3,2,5c98abce-f087-ebcf-8e97-044df72d9ff9,0
88,3,3,2,aee91261-a748-d316-eb27-3902442b1769,0
89,3,3,2,7b562a30-364b-954d-541c-ab9e5f8fcb75,1
90,3,3,2,0237f393-aae5-d173-a32c-020eeb16207d,0
91,4,4,2,2f3d9a2a-5cdc-266c-889f-bfc160332706,0
92,4,4,2,03eadd55-3ced-2f7e-5dd1-f62d068a2039,0
93,4,4,2,521488bc-f348-10d4-47b4-0548ba769264,1
94,4,4,2,c666fcc8-ce0e-93fe-a94b-6c0f8384ed78,0
95,4,4,2,42dfc728-7fda-d46f-e62f-a902faf6bf8a,1
96,4,4,2,89504b4e-ae35-7bfd-750e-2aa682407952,1
97,4,4,2,35e27aef-5020-8f65-4227-5002498ec2ae,1
98,4,4,2,098e9e87-dc8e-cac5-61d0-7922263d5f20,0
99,4,4,2,84a32dd2-48e7-8e1f-12f0-2797395da24c,1
100,4,4,2,d144b854-d786-59dd-1185-2ef56635747b,1
101,4,4,2,fde7ddd2-b63c-db47-391f-f55398bfe71b,0
102,4,4,2,87d756d6-6ccb-890e-7763-c3cfdc28593c,1
103,4,4,2,35b30d2f-1b6c-cfc5-0e89-270841512c15,0
104,4,4,2,41ed446f-8949-ce63-27de-5fa29551077d,1
105,4,4,2,d54bd26b-0304-a2c3-b643-e2c5e7f1ae72,0
106,4,4,2,d16a67bf-092e-4624-a8ac-ea9ee22e6395,1
107,4,4,2,eb36e847-ced1-f9a9-6ca2-16ddecbaddac,0
108,4,4,2,1573d3a7-87e6-42d9-c0c2-1d35267ccc1f,0
109,4,4,2,3b37bdc4-87df-7820-d73c-89df2b0beb7c,1
110,4,4,2,4a6dd748-301f-dd4d-c854-9018a937a9f3,0
111,4,4,2,8e548622-ae7d-5012-54e4-ea9ec9805bda,0
112,5,5,2,59fe0e04-8bc5-8487-f8d8-cc36649d002a,0
113,5,5,2,02d248e3-0a37-d1a7-4db0-e02909f69500,0
114,5,5,2,2b0b6f7b-5406-8dd1-bd02-5ac3d62bfc1d,0
115,5,5,2,5c36f1c8-79da-fb49-82f6-19d3198b6f66,1
116,5,5,2,f1b75f8e-414e-c4b5-00c8-d52ece9d8565,0
117,5,5,2,534560d2-c372-09a0-5f49-5f2ce09ac5c6,0
118,5,5,2,7f69be5f-db4a-fafa-815f-f52841f1cddb,0
119,5,5,2,e6037a42-644e-0795-4680-a004d2c20519,0
120,5,5,2,92c5f84d-48e8-98a9-1d3b-a4a31764e199,0
121,5,5,2,a7b63698-60f9-5e52-e5af-046ebedfbc98,0
122,5,5,2,27b115fb-2055-2c0d-2411-0dd0f97236f7,0
123,5,5,2,10e3b296-1542-653f-832b-fcb99f0f2dbb,1
124,5,5,2,c751cc4a-36fc-f9ae-a6d8-ab1f25da3e8d,0
125,5,5,2,cf4f3f3d-0434-f205-4e89-517868addc3c,0
126,5,5,2,d80a8c59-718d-8c54-c7c2-57413d97f336,1
127,5,5,2,15ff71cd-a81e-e88e-b09e-337bdc581e13,0
128,5,5,2,ed81938b-93f2-450a-0a47-5d2814e66a0b,0
129,5,5,2,ed3833c8-428b-cb03-9b7f-4bd255ecab7a,0
130,5,5,2,189cfb80-115b-eb17-a31a-880583466263,0
131,6,6,1,827ed2f0-ac49-49cb-da81-cbd09c862eea,0
132,6,6,1,377fca19-dc32-3c06-c830-33483372d5d8,1
133,6,6,1,78971143-2565-d391-6239-7d05b283d51b,0
134,6,6,1,45900178-3626-7b9e-00bf-5aa273678844,0
135,6,6,1,37883505-252d-253e-a07c-d141a580dd07,0
136,6,6,1,ab73affd-8024-03e9-753c-aa05046497be,0
137,6,6,1,3c9618b5-2a2c-d9fa-cc60-f2975e5b27e7,1
138,6,6,1,8f0d0049-0a58-d530-3f5b-8da2eae40ca1,0
139,6,6,1,6a463b15-8a30-fb2e-3638-d3577130c933,1
140,6,6,1,2383493d-e42f-25fb-ba12-41e93ea56985,0
141,6,6,1,585ccf26-4246-9083-979b-3e11ed5c96a5,0
142,6,6,1,f93b1dfb-ac57-f315-d196-e38cfaa33b43,0
143,6,6,1,a3dfcc29-c6bb-2fe3-635c-e5982d7cb835,0
144,6,6,1,4dd95de3-60bd-8f86-535b-7f7bcd1da8f4,0
145,6,6,1,3f12fd9e-d31c-8d77-1592-74fca76e381d,0
146,6,6,1,5c434496-2e8c-3496-3e16-22e8e78e03f2,0
147,6,6,1,c17b1348-3a36-0ba7-8391-9f8ebc4d92d6,1
148,6,6,1,ac9d79f5-4234-91d0-11be-eb43ceb357d4,0
149,6,6,1,b7dfb126-b616-4b1c-2bee-30df88784719,0
150,7,7,3,644c2222-975f-5cfb-1f85-163d2a8bfa75,1
151,7,7,3,f4437f79-b809-babf-867d-1cbfb38b65de,1
152,7,7,3,95f5ed7d-c8fd-e221-d9e3-11c996511bed,0
153,7,7,3,ddeb3ac4-389b-27ba-5455-8f414064225e,0
154,7,7,3,917e28a7-e138-938b-248b-8c1570825695,1
155,7,7,3,c15dc3c6-879b-4d76-efcb-fcb55d1e6214,0
156,7,7,3,340bcc82-297f-99c2-a472-8395aadd3f06,0
157,7,7,3,205f2f81-1c15-659b-9c72-31ac33184cb7,0
158,7,7,3,38028e2e-fa7f-638f-0fce-56f79a5df419,0
159,7,7,3,01f4d736-6455-b812-d720-62f7b6eedc41,0
160,7,7,3,8507ef0c-8c24-35fa-7e14-d52fc740aee7,0
161,7,7,3,42616865-95ea-2b04-a5ea-3da7787d6cea,0
162,7,7,3,7fff4cbd-c59b-bc4e-b7f8-4d6bbd0352ca,0
163,7,7,3,e32df4d1-7d9f-d2db-e826-f70d72e24d2c,0
164,7,7,3,5b0ff123-0d52-9813-8770-9f1fda62fd59,0
165,7,7,3,5b1b0279-4f83-823f-a667-5cbadc7b4dbf,0
166,8,8,3,659d225e-18f6-f111-07b0-49fa215b966f,0
167,8,8,3,e6329b9f-76e1-5a1a-6284-e47ff6e3519e,0
168,8,8,3,5c4d32cf-bd72-0552-f52e-7ded072a6024,1
169,8,8,3,d5b55ec3-6648-5994-6790-bc6ddef9ddff,0
170,8,8,3,b9049117-bef6-b91f-fd9f-2b2a444e86d1,0
171,8,8,3,e02a8ea8-6783-ee17-19e2-dad55cdaaa5e,0
172,8,8,3,02e8d818-a0ec-2701-0ff7-1221a482b10f,0
173,8,8,3,7156224d-6ba0-834b-470e-0e48b3e13072,0
174,8,8,3,1e5ddef2-7603-2fc1-ac6b-d384d6c48fb7,0
175,8,8,3,fa3dd4f4-daed-1319-75e9-0d9772ac3c35,1
176,8,8,3,9d09c906-b028-0a68-3472-00433d506de3,0
177,8,8,3,4126361d-64f5-b5ab-3688-87d343197bdf,0
178,8,8,3,0dcf15f5-f087-d43f-3abf-2990bda5c0eb,1
179,8,8,3,b194b98b-d086-3169-7240-344dba440fea,1
180,8,8,3,4cd6b1a1-d78e-20cf-d347-f0dc907db867,0
181,8,8,3,ac4dc73d-cbad-8afc-bba6-e296288a1b0f,1
182,9,9,1,d383042a-d4e9-89e0-e340-17d711d8ce32,0
183,9,9,1,d756cb75-bbb7-954e-9e8f-8a7f69895246,0
184,9,9,1,087a01f1-f785-3f7d-711f-907290f15664,0
185,9,9,1,6df446b4-8d31-8187-f010-5c19b41c8cc9,0
186,9,9,1,8fa03b98-bd90-97ed-f498-8cdf20460f56,0
187,9,9,1,90abddba-83e8-6f11-1e7e-cfb56a625411,0
188,9,9,1,9a1aedfe-e476-9fba-a6a1-8f8f6594b1a2,0
189,9,9,1,9542698a-0ae9-fb94-816f-b5e4e9b773d6,0
190,9,9,1,364e1246-38e5-a9ad-d16e-7b3269d8801f,0
191,9,9,1,56bc0763-8481-d2f9-a9b6-47775ab88a12,0
192,9,9,1,9fe06dd1-66c9-decf-2075-a2b9694ed7e8,0
193,9,9,1,855f28c6-1a3d-3f6a-b16a-357f814296fe,1
194,9,9,1,8fb5a23e-c950-ce69-f06a-d956a373c054,0
195,9,9,1,f6b0a376-8cea-b94f-8bde-b94d8c738d12,0
196,10,10,4,8bf33d70-3ae6-fe04-9f43-827a2b067afe,0
197,10,10,4,f574c172-0495-7752-55a9-a473e6a7e108,0
198,10,10,4,37fec987-e539-7968-dc35-a1d5b60213be,0
199,10,10,4,91af50fc-e08a-fe5b-a49f-70c0057b19d8,0
200,10,10,4,a47bdce5-1135-62a0-f7b4-eb586da5f0ae,0
201,10,10,4,f0a8b495-8758-b193-d7d5-504639cc60bc,0
202,10,10,4,9f502a29-f707-81f3-3376-d335be6c6225,0
203,10,10,4,9ce2f2fe-36ca-6264-67a0-3d567fb7112d,0
204,10,10,4,03a19036-8e1d-d5eb-126f-9ddd281332bd,0
205,11,11,4,d623c737-d3ef-e076-3595-0a824e9a48e3,0
206,11,11,4,09d32a2c-5d24-2352-a8d5-70000d983750,0
207,11,11,4,e170b083-bb13-89b2-dc89-7299691177d8,0
208,11,11,4,978c5f6d-4a07-852f-ec1d-5e908538def6,1
209,11,11,4,590e0260-8fc2-da42-0091-28adacf8f045,0
210,11,11,4,8fb0f398-69f6-fccc-02fb-7ebd286fc307,0
211,11,11,4,7c81f492-0cca-fc8f-9f02-e80fe36f76a2,0
212,11,11,4,22641690-d15c-01b2-9564-f5f9e3fc371e,1
213,12,12,3,808fb319-d439-5940-5e72-845190d0d1a9,0
214,12,12,3,1d0e7475-63e6-11a9-1c8f-09f4c7dad914,0
215,12,12,3,df3e6e35-3f5a-2740-deb4-f942c4ba5a53,0
216,12,12,3,3a5245a9-a481-40bc-32ef-30a0d7462100,1
217,12,12,3,a7d16a68-2ebb-fbb8-08df-7af4ea088bd8,0
218,12,12,3,72155ecc-855c-c933-e439-202dd8bef13c,0
219,12,12,3,cecd1073-da2a-5a10-5f46-85b996d993b2,0
220,12,12,3,497d40bf-37e1-9b96-fd63-df0c25ff2662,0
221,13,13,2,7df9fd56-a0b2-43f1-4d80-ee205c8ae199,1
222,13,13,2,22ee28a3-fcbf-eeaf-5ca2-d3f07c062749,0
223,13,13,2,64591253-d8a1-c945-7861-f0fb97b6b787,0
224,13,13,2,8e0d1fda-f3e3-cf88-416a-d5c8cb0f750c,1
225,13,13,2,063184eb-9f84-9834-0dfd-435c403cb9b5,0
226,13,13,2,97bf0c03-ec79-b168-9c70-3bc506983b03,0
227,13,13,2,0d07eedf-aa28-8d27-15ab-2292b9377e9c,0
228,13,13,2,1a2abf01-34ee-fdd9-5fab-ed59f55edec7,0
229,14,14,1,97a05e30-149a-42c8-bfff-6430a1061ef4,0
230,14,14,1,0cb306f5-6af0-a4a4-ce4e-7234015e9032,0
231,14,14,1,8a01651e-3227-a1ff-b6ce-8605a146c5b6,0
232,14,14,1,d3fdbe3e-4b6b-abd1-ccce-024807d4d95b,0
233,14,14,1,dd6e2a2b-5d5c-71f6-6d2d-be243ed2401d,1
234,14,14,1,91efdb7f-828d-bfab-30e1-95c5293e2e9d,1
235,14,14,1,f06e7818-c806-e815-6f72-0adca9c98da0,0
236,15,15,5,75ad8198-7bc2-c2ba-117c-f51d99587e8f,0
237,15,15,5,d6c4cde6-4b32-3805-b330-42c08d876ff8,1
238,15,15,5,0b9d0fab-31b8-5dc6-16d3-c9006f21c20c,0
239,15,15,5,a9766ed5-372c-23b0-e73d-249fe0a9fb20,1
240,15,15,5,8d633117-fe5b-8fd9-ca5c-aa6074d48c2c,1
241,15,15,5,d6c97267-2383-8b3e-c3af-678cb50c254f,0
242,15,15,5,31e4ed7f-6ad8-3e3d-e6cb-326ef7ee9a48,0
243,16,16,5,7242d45d-bf03-fd18-59d9-cad607cd56fe,0
244,16,16,5,7d46b8c4-ff9d-c479-a816-0a9a992e63f9,0
245,16,16,5,84a684b8-9fb8-45e8-6452-2610914afae7,1
246,16,16,5,90ed8305-1457-8457-1b71-fc951c8fab19,0
247,16,16,5,5bf977b9-12f1-0097-96ed-7909951f0e03,0
248,16,16,5,7b7ec8a5-9ff2-75e0-6f53-0251394f0bbf,0
249,17,17,4,db81b5e0-ed39-264c-eec1-fbd4b229af8b,1
250,17,17,4,88dea244-089b-b75c-436e-55fe69ea8c46,0
251,17,17,4,cbc36bef-5a5f-9e73-0222-2ec1b285b0f7,0
252,17,17,4,9233d4c3-f3c0-1d56-f8b9-820ebc1f2d46,0
253,17,17,4,2a84fae7-ad6e-ceb2-50a5-ea605b912601,0
254,17,17,4,4de1e144-160d-c296-0169-7132a0e97998,1
255,18,18,1,7ac90808-30b5-2af4-931f-6f843de8f4a1,1
256,18,18,1,9f8e1526-0370-9824-30f3-7e5abc851655,1
257,18,18,1,14d78cd4-f5bf-c561-0ba5-773c85696511,0
258,18,18,1,e81e9a0c-ff15-f54a-0c0b-84b7b67152d6,0
259,18,18,1,7632e70d-a55a-de63-d58c-42dbc930b1ca,0
260,18,18,1,55b685d7-cb6a-2792-18a6-efbc096bb8b5,0
261,19,19,2,91a0e8b1-4f94-74a2-3569-abf1db9a9784,0
262,19,19,2,33bceaa6-7a1b-02c3-2dfa-cb17d36d9bc9,0
263,19,19,2,1f26e804-3bb8-d507-e912-344f9a45e539,1
264,19,19,2,3ad3e6dc-3c16-70e7-c47c-d2bba5b7aa2d,0
265,19,19,2,ec09cf85-b854-2abc-779a-1605be0c0c22,0
266,19,19,2,e0e3b519-3187-0247-45e0-82d954c47c38,1
267,20,20,3,2ace2df6-eb35-0f29-8157-5366ab0eafb7,0
268,20,20,3,a90ebc3f-39db-7d6c-5d1c-27e1c8522485,1
269,20,20,3,c33a4658-a168-19f8-0fdf-c70240a735b2,0
270,20,20,3,73bb9f6d-c3c0-6f1e-4665-ee85cb5dbfed,0
271,20,20,3,a2511fec-1f3a-7111-e606-33a9a975560b,0
272,20,20,3,ce8e4e06-9d22-ba68-1f2f-f3b5dc240587,1
273,21,21,4,0a599632-f038-589e-cfe0-546e2b53aafc,1
274,21,21,4,446d13ab-c32f-2891-362f-54a2fc21d6ad,0
275,21,21,4,e2d768ed-b72f-c306-f2c4-eca1f76040fe,0
276,21,21,4,ad7ba83b-3253-f924-5b5b-3ebe8014cef9,0
277,21,21,4,08904c1c-fe2c-e0f5-1d46-d7d3f9f826ca,0
278,22,22,5,7f1f3fd9-b63c-71e8-2fe8-ffbadff9d442,0
279,22,22,5,9d89f800-067c-b151-173b-19d5aab8fd58,0
280,22,22,5,1bfe9ae5-b9d6-6ee7-764a-1586870ca6a3,0
281,22,22,5,5906391c-98ac-9145-f1b8-eeb8dc7d87e1,0
282,23,23,5,23fc1600-174f-f26a-6237-3e54a3ca7074,0
283,23,23,5,d78d002f-d488-cc39-5712-dacc8d653be0,0
284,23,23,5,c43eba0b-e813-b4fa-e8a4-8894f7f2564e,0
285,23,23,5,eae4723b-011f-2bd7-dade-baa4b6cbd10c,0
286,24,24,2,07294c28-54d0-b560-0fc5-62f8a87f070a,1
287,24,24,2,ea0ef881-5cbd-8807-49f1-d3101d4ed15e,1
288,24,24,2,24635db7-6572-c8a5-3f10-ac700daf4bc2,0
289,25,25,3,01505081-ecee-56f3-fa61-e12120ca2911,1
290,25,25,3,d0d05c5a-d126-2a11-8f39-c42e82fe97cd,0
291,26,26,4,82319bfe-4e81-3d03-1b81-2a288c5db69c,0
292,26,26,4,8e96a1f0-ce5a-0b2f-1a36-99a2372b98c6,0
293,27,27,5,337570f7-8581-9ce0-05e7-8bb66662dab8,0
294,27,27,5,fd18849c-e2ba-23c6-4b3b-bc7efc31c684,0
295,28,28,1,a120e9ae-cd3d-2774-8b69-8b9cc078085f,0
296,28,28,1,28fe66be-b334-41e0-2ebe-6cb3174df322,0
297,29,29,2,6c78b4a3-6840-6be7-471b-67eb877b54ca,0
298,29,29,2,dc2ac6f8-d3f4-d9c7-c274-aa7010fedaf8,0
299,30,30,3,9c022499-7058-67a2-ed51-26f453880772,0
300,30,30,3,edc35029-9868-9602-4551-462984ffb4a0,0
