order_id,customer_id,order_date,total_price,status,items_count,created_at,updated_at
ORD_00004307,CUST_001435,2025-02-14T13:48:23.823703Z,-1842.88,shipped,2,2025-02-14T18:45:50.800045Z,2025-02-21T12:39:44.113425Z
ORD_00007948,CUST_001664,2024-10-12T18:46:29.311219Z,25978.05,cancelled,5,2024-10-12T04:30:04.875961Z,2024-11-08T13:47:06.904004Z
ORD_00012931,CUST_000180,2025-03-23T05:34:42.717524Z,28773.4,delivered,5,2025-03-23T23:31:21.098974Z,2025-04-15T22:31:22.073156Z
ORD_00016607,CUST_001976,2026-05-22T00:46:10.634511Z,15825.54,cancelled,3,2026-05-22T10:13:01.494819Z,2026-06-05T17:16:45.657704Z
ORD_00022601,CUST_001887,2026-03-18T23:30:04.291792Z,5421.6,pending,1,2026-03-18T11:44:06.658500Z,2026-04-11T06:19:07.518596Z
ORD_00014450,CUST_000559,2025-05-25T12:33:05.800111Z,20347.22,confirmed,5,2025-05-25T14:57:32.350185Z,2025-06-19T21:30:52.475372Z
ORD_00022912,CUST_001468,2026-01-31T10:59:10.602714Z,4657.17,pending,3,2026-01-31T18:47:37.846343Z,2026-02-11T00:48:16.885677Z
ORD_00003526,CUST_001543,2026-02-18T14:16:10.941424Z,26317.59,confirmed,4,2026-02-18T14:00:44.303917Z,2026-02-24T23:59:00.040184Z
ORD_00003451,CUST_000333,2026-04-14T09:50:45.481813Z,27916.49,shipped,5,2026-04-14T11:21:00.552802Z,2026-05-12T12:10:27.972866Z
ORD_00005137,CUST_001932,2026-02-27T05:50:30.755669Z,8838.61,pending,4,2026-02-27T14:02:06.971533Z,2026-03-14T20:31:37.569287Z
ORD_00022947,CUST_001403,2026-01-02T13:13:18.871629Z,30965.89,confirmed,5,2026-01-02T05:12:15.482060Z,2026-01-05T02:21:10.129367Z
ORD_00009763,CUST_000410,2024-11-04T22:19:42.578925Z,7925.31,delivered,3,2024-11-04T04:11:16.631863Z,2024-11-23T12:06:11.471219Z
ORD_00020619,CUST_000169,2024-11-17T12:24:55.247485Z,19597.85,delivered,3,2024-11-17T04:08:46.127205Z,2024-12-04T01:39:36.199118Z
ORD_00015399,CUST_001816,2026-02-03T11:29:54.245132Z,25041.4,delivered,3,2026-02-03T02:03:25.007491Z,2026-03-05T23:51:35.839910Z
ORD_00021611,CUST_000388,2026-02-11T00:16:28.146509Z,23427.76,delivered,4,2026-02-11T16:08:36.358118Z,2026-03-10T18:28:22.196625Z
ORD_00011824,CUST_001667,2026-06-03T07:00:47.780355Z,4538.99,shipped,4,2026-06-03T14:21:10.855263Z,2026-06-16T12:36:55.782515Z
ORD_00016395,CUST_001865,2025-04-19T15:57:10.605517Z,29850.22,delivered,5,2025-04-19T05:58:26.947169Z,2025-05-07T07:37:18.179897Z
ORD_00009518,CUST_000558,2025-11-06T04:15:05.641961Z,4024.86,shipped,1,2025-11-06T13:43:29.260325Z,2025-11-26T04:55:34.887230Z
ORD_00001919,CUST_001676,2026-03-31T17:28:35.601629Z,8628.28,delivered,1,2026-03-31T20:17:45.546076Z,2026-04-12T19:03:19.292863Z
ORD_00000278,CUST_000981,2025-11-04T16:19:23.290571Z,9838.28,delivered,3,2025-11-04T21:51:37.571838Z,2025-11-29T21:14:32.958902Z
ORD_00017257,CUST_000813,2026-02-07T09:46:31.464217Z,30836.63,shipped,4,2026-02-07T23:39:14.549041Z,2026-02-22T17:18:34.102615Z
ORD_00016455,CUST_001950,2025-08-21T07:49:55.556365Z,28708.19,shipped,5,2025-08-21T00:33:00.437774Z,2025-09-20T22:53:09.651800Z
ORD_00021985,CUST_001423,2025-09-26T09:30:04.074775Z,17420.96,delivered,2,2025-09-26T12:01:33.092216Z,2025-10-12T17:04:41.903283Z
ORD_00008650,CUST_001791,2026-01-17T10:54:16.591758Z,29904.08,shipped,4,2026-01-17T20:09:27.907434Z,2026-01-23T19:54:32.969350Z
ORD_00023495,CUST_001455,2024-09-04T00:46:38.690950Z,11248.71,delivered,2,2024-09-04T23:46:01.747111Z,2024-09-28T03:10:56.859825Z
ORD_00006833,CUST_001384,2025-11-17T20:59:12.535737Z,4610.71,confirmed,2,2025-11-17T06:28:12.638678Z,2025-12-03T22:43:34.263642Z
ORD_00024587,CUST_001491,2025-04-17T20:01:41.861737Z,17420.49,cancelled,1,2025-04-17T23:41:45.602822Z,2025-04-25T05:19:36.416073Z
ORD_00021335,CUST_000061,2025-11-16T08:49:44.692087Z,33410.93,delivered,3,2025-11-16T04:09:01.513253Z,2025-12-10T11:06:01.537331Z
ORD_00023319,CUST_001012,2024-09-15T04:20:34.903159Z,12893.83,delivered,2,2024-09-15T06:06:21.792785Z,2024-10-15T16:44:24.125670Z
ORD_00012770,CUST_000594,2025-03-21T02:29:46.430770Z,6301.95,shipped,1,2025-03-21T06:31:35.531315Z,2025-04-12T21:18:26.358491Z
ORD_00006574,CUST_000164,2026-01-10T00:57:45.888620Z,19161.98,delivered,2,2026-01-10T14:58:57.876421Z,2026-01-11T03:17:24.930292Z
ORD_00020634,CUST_001456,2025-02-05T01:42:27.392943Z,2266.8,delivered,1,2025-02-05T11:52:15.587420Z,2025-02-15T20:43:33.258783Z
ORD_00002362,CUST_001961,2025-05-21T02:11:49.669425Z,7698.23,pending,2,2025-05-21T23:54:21.343754Z,2025-06-17T10:42:38.891826Z
ORD_00017334,CUST_001260,2025-12-29T06:46:13.991126Z,8245.88,shipped,5,2025-12-29T13:38:38.207030Z,2026-01-15T14:07:19.543782Z
ORD_00021518,CUST_000547,2025-02-15T02:56:00.133967Z,9152.85,delivered,1,2025-02-15T16:39:11.626304Z,2025-02-22T17:07:22.555201Z
ORD_00002109,CUST_000211,2025-04-08T00:33:59.242725Z,24708.65,delivered,4,2025-04-08T11:04:09.590238Z,2025-04-13T03:41:39.336575Z
ORD_00021205,CUST_001107,2025-06-27T02:30:04.777219Z,15280.86,shipped,5,2025-06-27T10:15:15.126227Z,2025-07-05T20:14:55.520904Z
ORD_00007938,CUST_000571,2026-06-01T14:39:47.362595Z,12583.82,shipped,2,2026-06-01T18:46:22.721970Z,2026-06-26T17:48:57.800741Z
ORD_00015608,CUST_000094,2025-07-01T18:12:35.607350Z,9247.05,delivered,4,2025-07-01T15:01:16.971340Z,2025-07-02T05:02:23.525631Z
ORD_00007859,CUST_000454,2026-01-08T00:45:31.413464Z,5862.0,confirmed,1,2026-01-08T12:38:27.690761Z,2026-02-07T08:27:33.691769Z
ORD_00020678,CUST_001957,2025-06-06T01:22:36.940091Z,12188.58,delivered,3,2025-06-06T03:04:45.872842Z,2025-06-19T12:28:57.339883Z
ORD_00023669,CUST_000683,2025-02-20T19:11:48.383212Z,18273.29,confirmed,3,2025-02-20T08:32:25.479314Z,2025-03-13T08:54:59.152095Z
ORD_00013799,CUST_001184,2025-07-20T23:08:10.717979Z,18703.3,delivered,5,2025-07-20T00:44:17.296071Z,2025-08-06T07:37:21.971550Z
ORD_00008524,CUST_000655,2025-11-03T18:28:52.214966Z,10613.01,delivered,3,2025-11-03T05:02:38.999246Z,2025-11-12T05:53:08.826134Z
ORD_00008136,CUST_000647,2024-10-15T11:56:10.599762Z,11564.88,confirmed,1,2024-10-15T10:14:22.083382Z,2024-10-31T14:06:18.331529Z
ORD_00023123,CUST_000653,2025-08-09T13:25:52.989109Z,19170.0,pending,1,2025-08-09T07:07:20.799561Z,2025-09-03T04:37:24.800967Z
ORD_00022406,CUST_000870,2025-05-19T02:12:18.756216Z,12372.94,shipped,2,2025-05-19T19:47:45.183548Z,2025-06-04T09:18:00.734524Z
ORD_00006682,CUST_001877,2026-04-11T16:23:54.917328Z,24584.58,delivered,4,2026-04-11T06:03:43.228401Z,2026-05-11T19:57:26.157349Z
ORD_00001301,CUST_001979,2025-11-12T05:46:26.018679Z,3521.42,delivered,2,2025-11-12T05:59:27.663302Z,2025-11-21T23:28:17.359143Z
ORD_00013842,CUST_001519,2025-05-20T10:02:03.228850Z,15174.36,confirmed,2,2025-05-20T22:00:05.699871Z,2025-05-29T05:03:58.797933Z
ORD_00017089,CUST_001293,2025-11-13T13:57:26.663882Z,9852.39,shipped,1,2025-11-13T01:33:02.856126Z,2025-11-21T04:20:42.930420Z
ORD_00011031,CUST_001571,2026-02-21T10:21:12.135506Z,11558.46,shipped,3,2026-02-21T02:39:41.153588Z,2026-03-05T13:55:11.899689Z
ORD_00016551,CUST_000813,2026-03-18T21:31:22.667959Z,12813.99,shipped,1,2026-03-18T08:05:57.096051Z,2026-03-26T11:19:39.367624Z
ORD_00011895,CUST_001366,2026-07-03T10:17:17.758069Z,1979.36,delivered,1,2026-07-03T07:37:17.824205Z,2026-07-09T03:13:03.310705Z
ORD_00010562,CUST_001520,2026-03-07T09:52:32.833052Z,2710.8,confirmed,1,2026-03-07T14:58:47.145142Z,2026-03-25T09:20:42.987742Z
ORD_00014598,CUST_001027,2025-08-13T14:55:45.993071Z,10607.06,delivered,5,2025-08-13T14:56:50.262914Z,2025-08-15T06:29:30.480962Z
ORD_00016397,CUST_001372,2025-10-12T12:48:49.191951Z,8009.02,pending,4,2025-10-12T12:39:20.646860Z,2025-10-27T04:40:43.809109Z
ORD_00005944,CUST_000415,2025-02-04T16:11:43.745176Z,260.24,cancelled,1,2025-02-04T00:03:45.588894Z,2025-02-25T18:03:21.493057Z
ORD_00006817,CUST_000156,2026-02-16T02:19:54.566444Z,8315.13,confirmed,4,2026-02-16T18:03:11.460401Z,2026-03-07T06:58:24.763428Z
ORD_00015735,CUST_001124,2025-10-05T13:53:18.069947Z,6133.99,delivered,3,2025-10-05T01:44:37.961637Z,2025-10-13T05:01:15.438246Z
ORD_00009193,CUST_001704,2025-10-13T17:57:37.888842Z,17480.75,shipped,3,2025-10-13T04:53:10.411997Z,2025-10-30T19:58:15.430351Z
ORD_00023580,CUST_000550,2025-04-25T15:51:38.279233Z,64155.7,shipped,5,2025-04-25T17:49:54.373199Z,2025-05-09T19:32:40.597569Z
ORD_00005275,CUST_000773,2025-01-14T19:08:26.288011Z,17398.46,cancelled,3,2025-01-14T10:21:28.391015Z,2025-01-31T21:16:36.840190Z
ORD_00016483,CUST_000397,2024-11-01T00:15:02.027783Z,4692.24,pending,1,2024-11-01T15:19:01.646993Z,2024-11-20T12:56:00.766765Z
ORD_00015637,CUST_000405,2024-09-07T02:53:00.242080Z,10755.1,confirmed,3,2024-09-07T06:46:51.718413Z,2024-09-13T20:11:58.966866Z
ORD_00015337,CUST_001758,2026-02-28T06:28:26.706419Z,11273.45,delivered,2,2026-02-28T04:21:53.891908Z,2026-03-20T22:40:52.939780Z
ORD_00001371,CUST_000898,2026-01-29T10:57:58.626960Z,1745.82,cancelled,2,2026-01-29T16:32:40.500669Z,2026-01-31T22:00:03.907273Z
ORD_00011091,CUST_001029,2025-04-24T16:37:57.919655Z,32359.66,delivered,5,2025-04-24T14:04:50.119944Z,2025-04-30T20:50:42.433229Z
ORD_00013376,CUST_000852,2025-07-26T05:05:58.054504Z,18588.32,delivered,1,2025-07-26T21:34:54.305208Z,2025-08-02T06:57:07.001231Z
ORD_00000298,CUST_001390,2025-10-25T22:47:23.886086Z,7612.73,delivered,4,2025-10-25T20:31:50.796567Z,2025-11-20T12:17:51.302145Z
ORD_00023841,CUST_001841,2024-12-06T03:18:23.233923Z,18119.7,delivered,3,2024-12-06T01:44:04.216784Z,2024-12-07T21:51:12.424466Z
ORD_00013879,CUST_000271,2026-06-15T14:00:21.329347Z,18551.85,shipped,2,2026-06-15T02:17:19.950802Z,2026-06-18T00:08:07.613411Z
ORD_00016087,CUST_001366,2025-10-15T06:01:00.715192Z,5664.0,confirmed,1,2025-10-15T06:57:13.569205Z,2025-11-11T20:38:58.807460Z
ORD_00015915,CUST_001139,2024-10-03T04:37:24.880193Z,23364.98,delivered,3,2024-10-03T16:05:53.771751Z,2024-11-02T22:00:39.537411Z
ORD_00001270,CUST_000868,2026-06-01T16:48:57.042336Z,7598.88,delivered,2,2026-06-01T22:10:42.372289Z,2026-06-08T21:18:00.452457Z
ORD_00013831,CUST_001143,2025-02-27T22:30:04.292076Z,15972.03,delivered,2,2025-02-27T18:06:14.684907Z,2025-03-24T19:46:30.740394Z
ORD_00002016,CUST_001618,2025-05-16T13:51:00.123565Z,28688.59,delivered,4,2025-05-16T14:23:31.863216Z,2025-06-11T11:12:04.836931Z
ORD_00000518,CUST_001213,2025-09-08T20:28:07.361310Z,17770.48,delivered,3,2025-09-08T05:29:32.782636Z,2025-09-30T18:13:40.883238Z
ORD_00014868,CUST_000639,2025-09-08T05:20:57.704177Z,11799.27,shipped,5,2025-09-08T03:53:48.851571Z,2025-09-26T20:16:45.290777Z
ORD_00012102,CUST_001443,2025-08-17T19:14:48.033315Z,23283.27,confirmed,4,2025-08-17T06:02:29.673096Z,2025-09-04T22:18:06.041469Z
ORD_00007976,CUST_001956,2024-09-20T01:15:44.027331Z,9317.94,confirmed,3,2024-09-20T00:41:43.540438Z,2024-10-06T14:24:30.347587Z
ORD_00017420,CUST_001333,,31271.52,pending,4,2025-09-07T15:24:32.293049Z,2025-09-27T19:23:08.355630Z
ORD_00000987,CUST_000201,2025-12-11T21:46:07.380150Z,23609.98,confirmed,5,2025-12-11T09:20:47.067196Z,2025-12-17T13:19:13.781684Z
ORD_00002030,CUST_000591,2025-09-18T22:06:30.287619Z,14350.0,shipped,4,2025-09-18T20:57:14.901637Z,2025-09-20T16:12:29.610713Z
ORD_00003375,CUST_001099,2026-05-17T03:39:51.274958Z,48574.48,cancelled,5,2026-05-17T06:27:50.706198Z,2026-05-26T16:07:21.248905Z
ORD_00006314,CUST_001455,2025-01-27T11:13:55.794429Z,22822.63,shipped,4,2025-01-27T03:58:48.770663Z,2025-02-01T01:30:06.274168Z
ORD_00024876,CUST_000279,2025-07-13T14:11:30.697484Z,2117.82,cancelled,1,2025-07-13T09:30:36.093231Z,2025-07-26T11:10:46.695361Z
ORD_00021185,CUST_000050,2026-05-17T17:59:00.790450Z,9407.83,confirmed,3,2026-05-17T23:35:55.493818Z,2026-05-22T09:51:41.522590Z
ORD_00014746,CUST_001075,2026-04-02T18:31:43.682811Z,38536.62,delivered,4,2026-04-02T10:38:13.572565Z,2026-04-08T00:18:19.271140Z
ORD_00007421,CUST_001339,2026-01-11T05:36:22.280444Z,41106.68,delivered,5,2026-01-11T09:15:13.030256Z,2026-01-23T01:04:13.741227Z
ORD_00001111,CUST_001532,2026-05-23T09:14:05.599423Z,7852.11,delivered,2,2026-05-23T21:35:22.658217Z,2026-05-30T14:44:13.289564Z
ORD_00010485,CUST_000509,2026-05-19T06:09:57.865094Z,5532.45,shipped,1,2026-05-19T20:21:07.394301Z,2026-05-30T11:09:16.519549Z
ORD_00011457,CUST_001631,2024-09-11T20:56:04.329813Z,26676.7,confirmed,5,2024-09-11T18:20:29.892077Z,2024-09-17T14:18:28.731223Z
ORD_00008559,CUST_001988,2025-12-21T07:05:47.338818Z,31945.44,confirmed,5,2025-12-21T02:38:00.115728Z,2026-01-13T21:28:49.284359Z
ORD_00003331,CUST_000590,2025-02-09T16:58:06.865090Z,12028.63,shipped,3,2025-02-09T12:57:59.145194Z,2025-02-09T06:14:33.695013Z
ORD_00017999,CUST_000099,2025-12-30T20:16:29.420063Z,17581.82,shipped,5,2025-12-30T04:19:30.528055Z,2026-01-12T01:28:10.866935Z
ORD_00003119,CUST_000324,2025-11-22T17:50:55.807363Z,23207.67,pending,5,2025-11-22T21:51:07.042827Z,2025-12-06T12:01:41.324852Z
ORD_00010898,CUST_001749,2026-01-30T11:00:09.621599Z,1276.52,delivered,1,2026-01-30T02:09:37.362648Z,2026-02-12T14:21:31.760692Z
ORD_00020389,CUST_000662,2026-06-15T11:58:49.849936Z,842.86,delivered,1,2026-06-15T13:40:12.788170Z,2026-07-06T17:56:28.918321Z
ORD_00003938,CUST_001512,2025-01-05T07:49:57.344607Z,15769.25,shipped,2,2025-01-05T20:24:28.851311Z,2025-01-14T21:34:58.661762Z
ORD_00022393,CUST_001970,2024-11-12T06:54:11.495244Z,19820.11,shipped,3,2024-11-12T09:55:02.694870Z,2024-11-27T07:39:19.894028Z
ORD_00019411,CUST_000969,2026-07-06T23:43:15.487136Z,12329.97,shipped,3,2026-07-06T20:23:47.325398Z,2026-07-29T22:04:48.152064Z
ORD_00002401,CUST_001669,2025-08-17T23:38:57.192558Z,21522.12,delivered,4,2025-08-17T14:06:16.877150Z,2025-09-01T19:04:48.956352Z
ORD_00015655,CUST_000867,2025-01-02T12:38:10.842005Z,26289.13,delivered,5,2025-01-02T13:17:03.860338Z,2025-01-07T01:05:22.117112Z
ORD_00010559,CUST_001072,2025-05-19T00:02:35.199648Z,32956.79,delivered,4,2025-05-19T20:47:16.899147Z,2025-06-02T08:36:08.895330Z
ORD_00020098,CUST_000484,2025-11-28T02:44:36.784866Z,7494.21,cancelled,5,2025-11-28T19:04:24.205982Z,2025-12-02T21:39:50.569236Z
ORD_00011441,CUST_000184,2025-01-28T19:48:53.413294Z,426.85,confirmed,1,2025-01-28T00:37:11.843080Z,2025-02-06T20:50:30.226561Z
ORD_00024240,CUST_001440,2025-06-30T23:34:49.480486Z,9142.67,confirmed,1,2025-06-30T17:29:23.630263Z,2025-07-18T06:10:55.609558Z
ORD_00004051,CUST_000823,2026-06-10T08:31:26.447818Z,21786.0,shipped,2,2026-06-10T10:28:05.604203Z,2026-07-01T11:13:07.315990Z
ORD_00012021,CUST_001472,2026-07-22T06:10:30.118881Z,18156.61,delivered,4,2026-07-22T03:28:11.087588Z,2026-08-19T08:19:35.316470Z
ORD_00022132,CUST_000112,2025-03-16T14:47:56.605410Z,33365.83,shipped,5,2025-03-16T13:11:14.258116Z,2025-03-18T12:42:22.598534Z
ORD_00021300,CUST_000712,2025-07-30T12:29:03.912167Z,12413.5,cancelled,5,2025-07-30T05:15:14.182539Z,2025-08-20T16:59:13.216700Z
ORD_00024828,CUST_001374,2024-10-07T14:03:23.278940Z,43511.85,pending,4,2024-10-07T23:28:08.574210Z,2024-11-06T11:46:09.956297Z
ORD_00018764,CUST_001459,2025-06-05T20:30:29.546028Z,1208.88,delivered,1,2025-06-05T19:26:07.301049Z,2025-06-13T12:42:47.012178Z
ORD_00005665,CUST_000556,2025-12-11T22:20:42.264931Z,6046.24,shipped,1,2025-12-11T22:12:25.790630Z,2025-12-27T02:40:22.994743Z
ORD_00016950,CUST_001512,2026-05-13T09:46:22.867218Z,4381.49,delivered,2,2026-05-13T18:08:59.983021Z,2026-06-11T06:52:16.905398Z
ORD_00012957,CUST_000011,2026-02-26T11:51:02.620054Z,7619.67,delivered,3,2026-02-26T22:44:11.035550Z,2026-03-11T16:03:03.983420Z
ORD_00019424,CUST_001008,2026-02-09T06:55:35.575280Z,43559.54,cancelled,5,2026-02-09T21:58:53.277052Z,2026-03-05T22:04:02.246846Z
ORD_00003393,CUST_001606,2025-03-25T18:35:18.188483Z,12759.16,delivered,3,2025-03-25T13:05:38.895748Z,2025-03-25T15:46:05.767950Z
ORD_00016817,CUST_001086,,16943.85,delivered,3,2026-01-15T12:20:22.690274Z,2026-01-30T08:24:05.198920Z
ORD_00013047,CUST_000864,2026-01-26T04:57:56.899919Z,7945.14,confirmed,2,2026-01-26T08:01:29.409456Z,2026-02-12T15:43:08.325018Z
ORD_00022217,CUST_001526,2025-11-08T04:58:38.687974Z,25066.63,confirmed,4,2025-11-08T10:10:12.732589Z,2025-11-23T21:40:52.756899Z
ORD_00013753,CUST_000529,2026-07-15T10:09:31.534597Z,6725.57,pending,2,2026-07-15T06:56:31.059539Z,2026-08-05T02:55:00.355836Z
ORD_00018961,CUST_001197,2025-05-29T18:22:36.871154Z,7962.28,cancelled,5,2025-05-29T12:47:21.092679Z,2025-06-04T03:51:18.714395Z
ORD_00020045,CUST_000791,2026-02-23T22:21:02.595513Z,22860.56,cancelled,3,2026-02-23T12:06:28.616382Z,2026-03-25T04:17:50.908142Z
ORD_00005384,CUST_001229,2024-12-10T00:43:04.171486Z,14627.1,confirmed,2,2024-12-10T16:22:36.400886Z,2024-12-28T15:44:37.090919Z
ORD_00003716,CUST_000677,2026-04-27T10:30:50.895961Z,15776.22,shipped,5,2026-04-27T13:29:07.152775Z,2026-05-18T16:04:25.107966Z
ORD_00016984,CUST_934822,2025-07-05T11:21:13.795839Z,10452.71,delivered,5,2025-07-05T19:57:01.688667Z,2025-07-06T17:40:52.001850Z
ORD_00007344,CUST_000454,2026-07-08T16:23:57.352552Z,8397.66,shipped,2,2026-07-08T03:48:17.355773Z,2026-08-04T07:00:57.350893Z
ORD_00011989,CUST_001403,2026-05-09T21:14:50.586955Z,15944.6,confirmed,2,2026-05-09T03:09:41.512637Z,2026-05-30T16:25:00.947960Z
ORD_00015424,CUST_000096,2025-11-09T11:46:47.391482Z,54231.43,delivered,5,2025-11-09T14:04:46.013353Z,2025-11-29T04:15:36.023826Z
ORD_00010464,CUST_001834,2025-12-03T15:59:23.467416Z,3220.57,delivered,2,2025-12-03T01:02:57.921041Z,2026-01-01T03:33:01.525815Z
ORD_00013254,CUST_001419,2025-02-19T19:28:51.774644Z,35391.07,pending,5,2025-02-19T19:05:45.191014Z,2025-02-23T19:09:15.090910Z
ORD_00015385,CUST_000367,2026-06-30T10:17:40.123857Z,816.0,delivered,1,2026-06-30T05:31:19.295352Z,2026-07-03T13:10:20.291941Z
ORD_00000763,CUST_001803,2026-04-10T23:28:33.248521Z,17673.3,pending,5,2026-04-10T02:39:56.798105Z,2026-05-06T09:17:07.006168Z
ORD_00024189,CUST_000905,2026-01-16T19:27:06.623050Z,18222.84,shipped,4,2026-01-16T04:23:04.280772Z,2026-01-17T08:12:41.143489Z
ORD_00006620,CUST_000130,2024-10-28T14:18:32.905790Z,10731.51,confirmed,2,2024-10-28T17:23:10.238914Z,2024-11-02T12:34:28.452708Z
ORD_00024244,CUST_000781,2025-05-15T09:08:02.289649Z,21368.45,delivered,5,2025-05-15T10:43:53.893587Z,2025-05-15T17:41:02.037058Z
ORD_00000575,CUST_001616,2025-12-12T19:39:54.093342Z,18826.79,confirmed,3,2025-12-12T13:23:26.325552Z,2025-12-14T22:03:41.798178Z
ORD_00013242,CUST_000571,2025-05-21T20:19:16.193809Z,19088.61,shipped,4,2025-05-21T07:54:32.357115Z,2025-06-16T14:45:58.547138Z
ORD_00006515,CUST_001423,2025-11-25T23:51:01.380814Z,7605.34,pending,3,2025-11-25T08:34:47.436615Z,2025-12-09T16:30:44.936711Z
ORD_00018551,CUST_000527,2025-07-22T22:06:09.139186Z,45906.66,delivered,5,2025-07-22T03:45:32.262567Z,2025-07-22T10:18:27.199793Z
ORD_00015155,CUST_000694,2026-01-19T19:25:43.967557Z,9974.75,shipped,2,2026-01-19T21:00:22.596513Z,2026-01-23T08:25:49.972701Z
ORD_00002823,CUST_000420,2025-12-22T23:22:27.124225Z,12993.94,confirmed,3,2025-12-22T19:51:50.533507Z,2026-01-20T15:12:55.272059Z
ORD_00012561,CUST_000478,2026-05-13T15:32:44.454067Z,25773.3,pending,4,2026-05-13T14:47:26.459223Z,2026-05-22T19:49:54.028961Z
ORD_00010245,CUST_001011,2025-08-22T09:55:46.024586Z,15909.2,confirmed,2,2025-08-22T02:30:32.207243Z,2025-08-31T01:16:23.137281Z
ORD_00024235,CUST_000620,2024-08-12T19:08:33.839403Z,5856.03,pending,1,2024-08-12T20:19:39.532443Z,2024-08-25T01:37:32.946993Z
ORD_00011340,CUST_001476,2026-04-06T03:36:39.010464Z,10404.46,delivered,5,2026-04-06T20:50:57.131862Z,2026-04-22T21:30:43.816655Z
ORD_00022140,CUST_001751,2025-09-13T21:30:34.416760Z,8042.79,delivered,2,2025-09-13T13:51:05.679708Z,2025-09-29T23:17:51.042847Z
ORD_00001249,CUST_000197,2024-10-07T23:43:29.763585Z,7822.24,delivered,1,2024-10-07T01:31:58.253721Z,2024-10-18T18:54:30.805326Z
ORD_00001557,CUST_001936,2026-04-09T11:53:28.230978Z,16455.84,confirmed,4,2026-04-09T08:38:36.773879Z,2026-04-09T16:49:21.012394Z
ORD_00001718,CUST_000797,2024-08-24T02:33:46.472227Z,6037.98,shipped,4,2024-08-24T13:13:33.355016Z,2024-09-18T17:18:48.477470Z
ORD_00002766,CUST_000566,2026-02-08T06:03:22.236504Z,2603.97,shipped,1,2026-02-08T05:38:52.226123Z,2026-02-12T22:19:05.283685Z
ORD_00021289,CUST_000281,2026-01-04T21:55:57.304838Z,29834.52,delivered,3,2026-01-04T04:04:09.098944Z,2026-02-02T16:51:30.695729Z
ORD_00011955,CUST_001997,2026-06-21T00:29:46.636232Z,18254.96,shipped,5,2026-06-21T21:35:25.742321Z,2026-07-13T11:12:24.212732Z
ORD_00016630,CUST_001877,2025-12-14T10:14:59.200913Z,20120.71,delivered,3,2025-12-14T06:00:14.739836Z,2026-01-02T01:19:34.444310Z
ORD_00002445,CUST_001697,2024-11-19T14:04:55.892089Z,16525.24,delivered,4,2024-11-19T17:41:29.811047Z,2024-12-04T14:01:50.841335Z
ORD_00016660,CUST_000087,2026-05-04T02:01:45.136258Z,34219.81,pending,5,2026-05-04T02:21:10.226807Z,2026-06-03T04:45:02.087692Z
ORD_00020731,CUST_000612,2025-03-18T21:38:56.469865Z,10728.42,delivered,3,2025-03-18T05:58:11.816561Z,2025-03-21T08:26:16.686764Z
ORD_00022618,CUST_001260,2026-05-11T00:52:25.477921Z,3878.74,delivered,2,2026-05-11T03:41:42.625542Z,2026-05-19T18:58:35.409612Z
ORD_00007233,CUST_001443,2025-06-29T10:31:04.604524Z,20605.95,confirmed,1,2025-06-29T17:05:27.456752Z,2025-07-07T06:40:10.563730Z
