product_id,product_name,category,price,stock,created_at,updated_at
PROD_000016,ClearAudio Pro,Software,1652.24,664,2025-12-11T03:46:03.494189Z,2026-07-22T09:03:18.237071Z
PROD_000017,PowerHub S,Networking,559.22,663,2026-02-13T09:26:05.702221Z,2026-07-11T01:20:04.096039Z
PROD_000018,PowerHub 14,Software,108.1,568,2026-03-08T23:23:01.761803Z,2026-03-08T05:00:23.050400Z
PROD_000019,VisionPanel Max,Networking,377.92,33,2026-06-13T02:00:43.180510Z,2026-07-01T19:57:56.493531Z
PROD_000020,CoreSwitch Elite,Peripherals,890.63,655,2026-05-02T07:55:38.442772Z,2026-07-18T10:38:55.784828Z
PROD_000021,VisionPanel X2,Audio,2370.94,685,2025-06-13T20:10:03.294944Z,2025-10-21T02:25:18.118495Z
PROD_000022,SecureVault X2,Storage,854.4,244,2025-03-05T14:59:49.642367Z,2025-10-16T07:55:28.827761Z
PROD_000023,CoreSwitch Elite,Computers,1031.4,761,2025-09-09T21:57:24.804386Z,2026-06-29T00:53:33.335786Z
PROD_000024,CoreSwitch 14,Audio,840.82,630,2024-10-30T23:25:33.533871Z,2026-02-10T02:17:17.616804Z
PROD_000025,StreamDeck X2,Networking,1479.15,290,2026-01-10T23:02:43.372752Z,2026-01-24T14:16:16.346765Z
PROD_000026,SwiftDrive Pro,Storage,88.67,324,2026-04-25T04:28:47.619878Z,2026-07-07T03:06:57.122222Z
PROD_000027,FlexStand 16,Audio,240.01,420,2024-09-28T21:27:57.536533Z,2026-03-12T19:35:42.762205Z
PROD_000028,SwiftDrive X2,Accessories,788.58,120,2025-03-16T16:42:13.054856Z,2026-05-09T21:29:46.728180Z
PROD_000029,QuietKey 14,Electronics,496.58,159,2025-05-09T04:42:54.438924Z,2026-04-28T08:09:22.646132Z
PROD_000030,UltraBook X2,Audio,2323.54,559,2025-12-21T05:52:36.542157Z,2026-06-08T15:58:50.574683Z
PROD_000031,StreamDeck Lite,Audio,2078.1,623,2026-04-17T23:34:17.468562Z,2026-05-05T09:24:00.309002Z
PROD_000032,PowerHub Air,Software,439.45,813,2025-04-11T05:05:16.450657Z,2025-11-30T02:29:11.523277Z
PROD_000033,VisionPanel Pro,Accessories,822.88,634,2024-09-18T16:33:41.648711Z,2025-06-22T14:37:34.550226Z
PROD_000034,ClearAudio Air,Software,1119.93,776,2025-11-25T09:04:15.291121Z,2026-02-17T00:07:58.640026Z
PROD_000035,NanoMouse 14,Accessories,2224.74,186,2024-12-18T22:29:21.695717Z,2025-07-24T02:44:37.218937Z
PROD_000036,ProDock Pro,Audio,621.52,806,2025-04-13T09:30:38.254176Z,2026-01-02T13:46:50.701580Z
PROD_000037,MeshCam Air,Networking,855.0,722,2024-11-30T04:44:58.251650Z,2025-02-09T01:51:29.029593Z
PROD_000038,UltraBook X2,Computers,1585.92,387,2025-07-10T01:08:45.136877Z,2026-05-20T14:40:59.314058Z
PROD_000039,CoreSwitch Pro,Software,598.02,69,2024-09-24T17:26:40.680211Z,2025-04-30T05:18:19.478746Z
PROD_000040,ProDock 16,Computers,2096.49,214,2025-07-27T17:44:00.515419Z,2026-02-26T17:54:11.584686Z
PROD_000041,MeshCam 16,Audio,2172.19,355,2026-02-04T19:55:32.347423Z,2026-02-16T16:25:24.242899Z
PROD_000042,ProDock Air,Networking,864.89,643,2025-06-30T17:43:33.184570Z,2026-06-27T10:08:04.983712Z
PROD_000043,MeshCam S,Peripherals,431.97,854,2026-06-10T19:17:24.617959Z,2026-07-13T22:38:33.798154Z
PROD_000044,FlexStand Air,Software,761.64,36,2026-02-01T10:09:02.254320Z,2026-06-09T02:42:14.880526Z
PROD_000045,NanoMouse Elite,Networking,1626.97,214,2026-04-24T23:10:58.017585Z,2026-07-02T06:55:27.990532Z
PROD_000046,PowerHub Elite,Networking,931.38,437,2025-10-21T17:44:42.815578Z,2026-03-20T10:11:30.151021Z
PROD_000047,VisionPanel 14,Software,1281.81,459,2025-08-23T17:14:53.281686Z,2025-09-06T14:05:47.007605Z
PROD_000048,SwiftDrive Lite,Peripherals,990.91,832,2026-06-13T20:45:23.503671Z,2026-07-17T07:21:57.445941Z
PROD_000049,StreamDeck Elite,Electronics,437.03,57,2026-05-28T08:21:13.356156Z,2026-06-05T16:22:45.612380Z
PROD_000050,SwiftDrive Pro,Peripherals,1140.81,835,2024-10-02T14:59:58.023745Z,2025-02-07T09:45:10.826969Z
PROD_000051,EdgeRouter S,Storage,629.61,592,2025-01-04T14:57:58.480408Z,2025-12-09T20:02:18.109325Z
PROD_000052,ProDock X2,Accessories,272.0,652,2025-12-02T09:25:55.676251Z,2026-04-23T14:14:33.409966Z
PROD_000053,EdgeRouter Lite,Audio,2023.35,764,2025-07-18T21:27:31.782353Z,2026-01-28T07:13:11.746245Z
PROD_000054,RapidSSD X2,Software,448.5,706,2024-10-12T14:01:00.691258Z,2025-03-27T13:57:10.250768Z
PROD_000055,RapidSSD Lite,Accessories,1633.8,281,2025-04-26T01:31:26.025196Z,2025-10-03T20:35:38.338722Z
PROD_000056,UltraBook Max,Storage,515.03,589,2024-10-27T16:01:44.123027Z,2025-03-07T07:46:32.523028Z
PROD_000057,SwiftDrive X2,Electronics,241.4,328,2025-08-20T17:49:04.040046Z,2025-11-01T17:43:01.992630Z
PROD_000058,StreamDeck Max,Software,302.8,21,2025-03-12T04:40:41.471703Z,2025-06-25T15:10:32.804201Z
PROD_000059,MeshCam X2,Audio,1119.42,361,2025-06-23T15:21:36.359933Z,2026-01-04T19:36:23.385712Z
PROD_000060,SwiftDrive S,Computers,85.37,453,2025-07-17T03:19:32.382258Z,2025-12-29T09:57:04.586312Z
PROD_000061,VisionPanel X2,Electronics,557.61,464,2025-07-20T21:49:33.676580Z,2025-10-10T16:10:49.796191Z
PROD_000062,ProDock Pro,Peripherals,201.48,503,2026-05-28T09:45:18.335197Z,2026-06-17T04:03:51.214443Z
PROD_000063,MeshCam Lite,Electronics,120.86,525,2026-06-12T23:49:35.148369Z,2026-06-20T09:03:12.862489Z
PROD_000064,NanoMouse 16,Audio,1755.86,899,2026-07-01T09:00:47.736342Z,2026-07-08T05:37:12.810448Z
PROD_000065,SecureVault 14,Computers,1061.71,180,2025-05-24T22:05:52.578475Z,2026-04-18T01:23:45.870793Z
PROD_000066,RapidSSD 14,Audio,1592.58,836,2025-07-29T15:38:58.265164Z,2026-03-30T02:08:51.955144Z
PROD_000067,UltraBook 16,Computers,1581.59,800,2025-01-05T03:13:51.317303Z,2025-12-03T23:46:14.274712Z
PROD_000068,SwiftDrive S,Software,1927.48,437,2025-08-11T17:26:05.194657Z,2026-04-10T15:15:18.859189Z
PROD_000069,VisionPanel 16,Storage,330.0,514,2024-11-28T02:14:02.096748Z,2025-05-01T09:37:54.320146Z
PROD_000070,UltraBook Air,Computers,1356.15,592,2025-01-14T12:43:26.316689Z,2026-07-06T11:10:12.122701Z
PROD_000071,UltraBook Air,Storage,1983.19,196,2024-11-19T10:25:35.762377Z,2026-07-01T22:13:06.463752Z
PROD_000072,StreamDeck S,Audio,2302.86,728,2025-03-28T22:04:58.507776Z,2026-04-21T02:00:54.687021Z
PROD_000073,ProDock Air,Software,541.93,297,2026-02-13T01:20:52.908913Z,2026-07-07T00:07:15.757257Z
PROD_000074,SwiftDrive Lite,Audio,514.12,606,2025-01-10T11:27:01.517045Z,2025-02-02T02:16:57.544461Z
PROD_000075,FlexStand Elite,Networking,1152.53,366,2025-09-05T22:55:41.481537Z,2026-02-28T04:14:04.865609Z
PROD_000076,StreamDeck Max,Computers,921.15,95,2025-03-02T20:54:42.780510Z,2025-05-01T01:20:49.931987Z
PROD_000077,SecureVault S,Storage,1663.81,61,2025-10-25T13:25:55.484082Z,2025-11-09T00:00:22.622652Z
PROD_000078,MeshCam S,Storage,1467.9,881,2025-09-17T22:08:49.259856Z,2026-07-19T06:44:29.062144Z
PROD_000079,UltraBook 14,Computers,94.54,280,2024-11-19T20:03:35.441299Z,2025-10-10T06:15:11.226704Z
PROD_000080,QuietKey Elite,Storage,733.33,638,2024-09-01T20:10:15.490859Z,2025-10-21T10:38:46.005456Z
PROD_000081,StreamDeck X2,Networking,2021.73,702,2025-12-18T11:35:21.778771Z,2026-02-03T08:22:20.912540Z
PROD_000082,MeshCam 14,Audio,292.35,531,2026-04-28T05:49:48.246633Z,2026-05-12T13:31:34.588034Z
PROD_000083,NanoMouse Max,Storage,2183.58,544,2026-02-12T00:02:16.728610Z,2026-06-17T07:26:16.460299Z
PROD_000084,SecureVault Lite,Software,889.72,728,2025-06-15T08:06:25.242103Z,2026-01-12T15:49:05.136597Z
PROD_000085,ClearAudio Pro,Software,116.65,409,2025-03-22T01:07:16.375757Z,2025-05-15T16:19:00.537784Z
PROD_000086,ClearAudio Elite,Computers,270.67,723,2025-05-03T09:45:13.737198Z,2025-09-09T12:57:04.076222Z
PROD_000087,MeshCam 14,Accessories,1008.42,77,2025-08-26T02:33:38.174468Z,2025-10-25T12:47:47.023210Z
PROD_000088,EdgeRouter S,Audio,1883.9,179,2025-07-16T23:25:32.258787Z,2026-01-05T12:32:48.267898Z
PROD_000089,EdgeRouter 14,Audio,2221.64,647,2025-03-26T21:20:17.354379Z,2025-12-06T18:22:43.430200Z
PROD_000090,UltraBook 16,Accessories,1896.33,658,2024-08-30T04:09:31.813103Z,2024-09-08T04:14:33.394691Z
PROD_000091,VisionPanel 16,Software,1924.67,761,2025-11-26T06:24:51.556140Z,2026-07-16T07:34:23.690089Z
PROD_000092,CoreSwitch Elite,,1892.0,808,2024-09-26T18:12:16.030803Z,2026-05-13T22:38:36.089164Z
PROD_000093,ProDock Max,Audio,990.17,876,2025-08-05T00:15:17.855896Z,2025-08-21T16:40:16.589271Z
PROD_000094,UltraBook S,Software,671.02,584,2025-11-29T10:45:42.604400Z,2026-06-25T10:56:45.130142Z
PROD_000095,RapidSSD S,Peripherals,749.09,300,2025-02-02T04:53:05.777916Z,2026-01-31T22:30:53.729088Z
PROD_000096,ClearAudio Pro,Electronics,1683.14,114,2025-07-29T13:59:47.932177Z,2026-03-08T22:55:04.679855Z
PROD_000097,RapidSSD Lite,Peripherals,2382.96,599,2025-02-26T05:14:20.706905Z,2025-11-30T03:52:26.746165Z
PROD_000098,EdgeRouter Air,Computers,530.54,703,2025-03-22T21:54:02.055596Z,2026-05-17T02:28:00.487717Z
PROD_000099,RapidSSD Lite,Peripherals,1345.94,459,2024-11-14T12:04:47.774306Z,2025-03-22T07:02:54.283727Z
PROD_000100,ProDock Lite,Storage,2100.65,320,2026-03-03T22:22:49.157025Z,2026-05-19T17:12:40.223627Z
PROD_000101,StreamDeck S,Computers,1173.06,675,2026-06-22T06:03:58.145249Z,2026-07-22T13:56:20.396736Z
PROD_000102,ProDock X2,Networking,675.56,746,2025-11-11T23:04:53.550173Z,2026-07-10T14:02:43.933344Z
PROD_000103,FlexStand 14,Computers,1264.13,118,2026-04-01T13:07:04.315303Z,2026-05-06T12:16:16.400372Z
PROD_000104,StreamDeck Air,Software,1717.34,371,2024-10-23T09:11:46.804725Z,2025-02-05T09:55:58.513249Z
PROD_000105,StreamDeck X2,Networking,530.6,246,2026-06-18T15:46:42.506307Z,2026-07-21T09:35:43.879527Z
PROD_000106,QuietKey Air,Networking,-2331.81,348,2025-12-21T07:11:21.976666Z,2026-04-17T03:10:05.787443Z
PROD_000107,VisionPanel Pro,Electronics,1568.28,629,2026-02-20T13:42:25.431944Z,2026-02-27T23:01:09.567429Z
PROD_000108,CoreSwitch X2,Accessories,1047.15,314,2025-02-25T12:48:52.701116Z,2025-10-03T16:08:06.805868Z
PROD_000109,FlexStand Elite,,1728.54,775,2024-08-15T23:37:53.022203Z,2025-02-24T14:02:51.257915Z
PROD_000110,SecureVault S,Accessories,1182.62,769,2024-10-02T18:14:10.038361Z,2026-03-26T15:51:53.833067Z
PROD_000111,NanoMouse Air,Audio,1812.09,608,2024-09-05T04:43:44.725157Z,2026-04-12T13:31:46.319258Z
PROD_000112,ClearAudio 14,Audio,1309.46,689,2025-09-24T08:51:21.414153Z,2025-12-23T10:28:08.447815Z
PROD_000113,SecureVault Air,Computers,1143.37,457,2025-08-05T18:17:31.499781Z,2026-07-17T18:22:00.900836Z
PROD_000114,SecureVault Pro,Electronics,2208.66,190,2024-09-11T13:11:25.641158Z,2025-03-28T07:03:13.131079Z
PROD_000115,NanoMouse X2,Storage,2032.25,247,2025-09-03T00:39:58.750515Z,2026-01-11T01:29:48.812935Z
PROD_000116,ProDock S,Networking,1972.54,662,2024-09-10T04:17:29.419128Z,2025-10-05T23:30:23.128106Z
PROD_000117,CoreSwitch 14,Peripherals,322.22,860,2026-02-23T06:25:46.969041Z,2026-04-15T13:38:59.219011Z
PROD_000118,EdgeRouter Pro,Peripherals,486.04,713,2025-12-18T12:10:49.992444Z,2026-04-08T16:14:29.146604Z
PROD_000119,VisionPanel X2,Storage,2151.12,104,2025-03-13T01:14:51.240572Z,2025-11-22T22:30:52.804071Z
PROD_000120,RapidSSD Lite,Storage,1766.7,257,2024-09-24T01:13:47.467424Z,2024-10-01T00:17:12.200369Z
PROD_000121,QuietKey Air,Audio,578.9,375,2025-02-18T12:40:49.086496Z,2025-06-24T04:23:41.510515Z
PROD_000122,SwiftDrive Elite,Peripherals,2140.77,770,2026-05-03T21:43:07.500714Z,2026-05-04T13:36:42.404375Z
PROD_000123,ClearAudio X2,Networking,1308.34,98,2026-05-31T11:31:42.730572Z,2026-07-10T17:50:14.486085Z
PROD_000124,ClearAudio Max,Software,1499.22,202,2025-01-09T20:38:27.547770Z,2026-03-30T16:23:39.214096Z
PROD_000125,SwiftDrive 14,Software,649.8,628,2024-12-14T19:29:58.960799Z,2026-06-05T21:43:33.904405Z
PROD_000126,UltraBook Max,Peripherals,542.02,775,2025-03-05T18:52:43.441037Z,2025-04-15T11:51:23.817236Z
PROD_000127,UltraBook S,Accessories,216.66,653,2026-07-03T21:49:02.422861Z,2026-07-03T20:29:14.312123Z
PROD_000128,StreamDeck Air,Networking,1198.75,572,2025-11-26T18:22:46.645543Z,2025-12-19T02:56:46.001016Z
PROD_000129,StreamDeck Elite,Networking,573.89,105,2025-07-09T10:22:36.796259Z,2025-10-11T12:15:58.709890Z
PROD_000130,RapidSSD Lite,Audio,1074.19,7,2025-02-27T06:35:36.364764Z,2026-04-27T10:50:47.299889Z
PROD_000131,PowerHub 14,Storage,1010.05,32,2025-10-20T01:09:47.893567Z,2026-04-26T02:01:42.153586Z
PROD_000132,CoreSwitch S,Networking,1773.72,359,2025-11-22T23:24:42.833334Z,2026-07-20T14:13:46.738697Z
PROD_000133,QuietKey Elite,Storage,1988.72,612,2025-01-22T02:27:42.410451Z,2025-08-19T00:51:06.608447Z
PROD_000134,QuietKey S,Electronics,319.13,765,2026-04-10T14:13:54.782116Z,2026-04-11T04:26:19.318983Z
PROD_000135,QuietKey X2,Audio,2219.44,93,2025-11-02T15:27:50.061110Z,2026-02-11T19:42:01.628589Z
PROD_000136,SecureVault X2,Computers,494.84,14,2024-11-08T09:22:48.514685Z,2026-01-06T07:45:17.438794Z
PROD_000137,PowerHub Max,Storage,1058.91,552,2026-03-12T14:49:35.925036Z,2026-05-27T01:47:49.824578Z
PROD_000138,RapidSSD 14,Accessories,2143.17,447,2025-06-30T11:58:05.579994Z,2025-09-04T06:28:34.837652Z
PROD_000139,QuietKey Air,Software,2148.08,280,2025-11-04T07:52:16.371993Z,2026-06-18T01:38:52.422866Z
PROD_000140,MeshCam Pro,Electronics,1231.76,153,2026-04-26T07:02:32.902376Z,2026-05-23T18:41:37.868953Z
PROD_000141,CoreSwitch Pro,Storage,1623.53,305,2025-05-15T07:22:16.554056Z,2025-12-02T12:38:21.185392Z
PROD_000142,MeshCam 14,Software,2392.27,65,2025-02-08T00:33:34.047193Z,2025-05-23T06:21:55.325416Z
PROD_000143,NanoMouse Lite,Electronics,1021.57,217,2025-05-25T15:25:16.462732Z,2025-12-06T08:29:27.770341Z
PROD_000144,VisionPanel Pro,Peripherals,2195.76,45,2024-12-04T07:46:36.855793Z,2025-02-25T21:25:44.328214Z
PROD_000145,FlexStand 16,Electronics,2350.21,43,2026-02-16T09:07:20.546448Z,2026-05-31T19:14:13.227200Z
PROD_000146,CoreSwitch S,,910.42,834,2026-02-08T07:32:20.330986Z,2026-05-25T23:00:49.904508Z
PROD_000147,PowerHub Max,Electronics,86.54,108,2026-03-24T00:04:11.897127Z,2026-05-06T09:51:22.897738Z
PROD_000148,QuietKey 14,Computers,1131.03,612,2026-02-06T09:38:36.808164Z,2026-03-01T18:07:12.957714Z
PROD_000149,ClearAudio 16,Storage,977.78,853,2025-08-18T18:26:34.459299Z,2025-09-05T02:32:27.833569Z
PROD_000150,CoreSwitch Lite,Networking,0.0,611,2024-10-18T06:45:10.787704Z,2026-02-24T17:58:45.819371Z
PROD_000151,NanoMouse 16,Computers,2037.75,157,2025-08-10T18:14:13.852262Z,2025-08-18T04:04:48.204171Z
PROD_000152,UltraBook Lite,Electronics,688.69,846,2025-07-28T06:30:55.709070Z,2025-10-19T02:59:59.494072Z
PROD_000153,VisionPanel Elite,Electronics,1203.06,397,2026-01-17T12:06:04.724047Z,2026-06-08T05:57:26.827319Z
PROD_000154,NanoMouse 14,Peripherals,2343.8,75,2024-12-13T13:20:31.706503Z,2025-01-15T02:10:07.123605Z
PROD_000155,ProDock 16,Networking,1341.62,884,2024-09-19T21:45:41.817798Z,2026-07-09T07:55:43.644435Z
PROD_000156,ClearAudio X2,Software,2028.92,594,2025-03-15T23:58:08.062461Z,2025-06-23T13:50:09.231904Z
PROD_000157,RapidSSD S,Computers,298.18,866,2025-05-19T00:56:37.738085Z,2026-07-10T12:40:06.598443Z
PROD_000158,ClearAudio 14,Computers,1836.67,66,2026-02-12T04:48:03.883476Z,2026-02-24T06:50:27.006171Z
PROD_000159,FlexStand Air,Audio,1257.31,261,2025-09-19T23:50:51.426843Z,2026-02-06T01:56:34.735543Z
PROD_000160,EdgeRouter 14,Storage,204.02,279,2026-04-18T13:36:20.276417Z,2026-06-20T08:36:56.369514Z
PROD_000161,SecureVault X2,Electronics,95.86,423,2025-09-18T04:44:29.275016Z,2025-09-23T10:25:27.622981Z
PROD_000162,NanoMouse X2,Electronics,1349.07,498,2026-07-02T08:09:38.287498Z,2026-07-21T02:19:09.697466Z
PROD_000163,PowerHub Elite,Networking,1494.32,323,2024-08-17T06:43:48.657562Z,2025-06-10T17:18:29.425969Z
PROD_000164,SecureVault X2,Computers,1812.78,400,2026-04-12T09:31:08.549911Z,2026-04-22T20:25:07.492215Z
PROD_000165,ClearAudio 14,Accessories,2374.42,132,2026-06-20T19:51:28.406936Z,2026-07-14T02:07:48.409185Z
PROD_000166,SecureVault Max,Networking,944.0,276,2026-02-05T12:56:35.623374Z,2026-05-18T20:50:43.433129Z
PROD_000167,MeshCam Pro,Software,1172.4,841,2024-09-17T21:18:02.165818Z,2025-01-22T02:57:23.861782Z
PROD_000168,VisionPanel X2,Networking,2245.05,207,2024-12-14T10:09:21.868015Z,2025-07-13T23:24:53.035490Z
PROD_000169,StreamDeck Lite,Computers,26.63,463,2025-06-25T05:06:23.890476Z,2026-07-11T01:21:49.157494Z
PROD_000170,SecureVault 16,Computers,44.6,527,2025-08-04T08:23:58.433805Z,2025-11-28T00:21:39.869606Z
PROD_000171,VisionPanel Pro,Computers,1506.23,6,2025-05-23T19:05:56.154019Z,2026-04-27T18:17:58.270682Z
PROD_000172,StreamDeck Lite,Computers,2136.63,287,2025-03-20T00:51:57.564394Z,2026-03-26T15:32:14.278123Z
PROD_000173,PowerHub Air,Audio,1674.83,46,2025-02-18T04:06:59.120331Z,2026-06-09T13:59:33.154426Z
PROD_000174,RapidSSD Air,Computers,566.7,668,2025-03-11T00:02:51.714149Z,2025-11-17T18:24:09.903364Z
PROD_000175,QuietKey S,Peripherals,762.99,370,2025-09-23T16:30:28.295950Z,2026-03-18T11:55:08.437268Z
PROD_000176,QuietKey Pro,Software,531.37,843,2026-07-21T20:09:20.325914Z,2026-07-23T09:47:11.134491Z
PROD_000177,NanoMouse Elite,Networking,1543.56,566,2025-02-24T00:21:02.261649Z,2026-01-24T08:21:23.241593Z
PROD_000178,PowerHub Pro,,1340.79,268,2026-01-22T14:25:30.456285Z,2026-03-10T12:58:24.743011Z
PROD_000179,PowerHub Lite,Software,130.12,80,2024-12-10T23:42:08.058317Z,2026-06-16T20:30:20.217691Z
PROD_000180,QuietKey X2,Computers,196.61,380,2025-03-09T22:08:25.134631Z,2026-03-10T03:42:41.036140Z
PROD_000181,ProDock Lite,Audio,1166.82,225,2025-05-30T00:40:52.127696Z,2026-05-29T00:51:24.085584Z
PROD_000182,SecureVault S,Peripherals,683.74,724,2025-05-21T14:19:17.976825Z,2025-11-19T06:13:04.624069Z
PROD_000183,CoreSwitch X2,Storage,1914.78,283,2025-12-04T18:59:28.172624Z,2025-12-28T19:27:53.645151Z
PROD_000184,FlexStand Max,Audio,1135.08,231,2024-11-03T09:19:38.628778Z,2024-11-28T15:23:47.745998Z
PROD_000185,CoreSwitch 16,Computers,1314.0,857,2025-07-31T15:32:25.056295Z,2026-05-09T22:59:51.925526Z
PROD_000186,PowerHub Lite,Accessories,335.73,224,2025-08-11T16:08:31.946887Z,2026-05-31T09:37:55.047223Z
PROD_000187,VisionPanel Pro,Peripherals,2287.37,270,2025-03-04T17:02:59.922568Z,2025-06-21T14:00:18.472350Z
PROD_000188,NanoMouse Air,Accessories,516.01,568,2024-11-29T14:19:29.494507Z,2025-10-14T23:54:31.268265Z
PROD_000189,MeshCam X2,Electronics,40.15,688,2024-08-19T14:24:45.146013Z,2025-04-02T05:54:35.893910Z
PROD_000190,StreamDeck Max,Accessories,392.31,885,2025-02-02T17:10:30.582585Z,2025-06-12T08:48:28.140156Z
PROD_000191,StreamDeck 14,Peripherals,1038.32,659,2025-03-09T18:53:27.597604Z,2026-01-09T05:42:48.038465Z
PROD_000192,EdgeRouter Air,Storage,2162.82,96,2025-09-15T05:12:16.685172Z,2026-04-06T08:13:21.546361Z
PROD_000193,QuietKey 16,Audio,1952.01,880,2025-05-11T13:22:06.161501Z,2026-03-03T08:11:07.030502Z
PROD_000194,ProDock Elite,Electronics,2098.18,314,2025-03-29T17:45:46.983529Z,2025-11-23T07:50:24.264681Z
PROD_000195,MeshCam X2,Peripherals,1511.56,755,2026-01-24T17:51:40.744226Z,2026-02-17T11:36:59.270542Z
PROD_000196,SecureVault Max,Storage,421.43,781,2026-04-30T13:12:58.722833Z,2026-05-31T12:21:36.520664Z
PROD_000197,PowerHub Elite,Storage,446.01,369,2025-09-14T17:27:04.218752Z,2026-05-08T09:05:31.269314Z
PROD_000198,SecureVault Air,,2396.25,560,2024-10-14T20:34:51.312245Z,2026-06-04T05:27:50.515258Z
PROD_000199,UltraBook Elite,Computers,2055.54,372,2025-02-13T00:02:06.078638Z,2025-09-06T02:14:39.111424Z
PROD_000200,VisionPanel Max,Audio,818.99,511,2026-01-21T19:10:48.078208Z,2026-01-21T08:37:38.013386Z
PROD_000201,NanoMouse S,Audio,231.7,845,2026-01-20T14:45:38.019449Z,2026-04-30T09:53:40.839628Z
PROD_000202,NanoMouse Elite,Electronics,1589.35,390,2026-03-08T14:39:36.399392Z,2026-03-30T14:42:14.405908Z
PROD_000203,ProDock 14,Storage,1098.72,469,2024-09-07T05:27:19.234588Z,2026-04-28T21:11:03.381506Z
PROD_000204,VisionPanel Lite,Software,1233.68,106,2025-09-01T21:54:48.676965Z,2026-06-18T11:23:58.715154Z
PROD_000205,PowerHub Elite,,1079.34,118,2025-02-17T21:21:19.710755Z,2025-07-27T19:06:53.489207Z
PROD_000206,StreamDeck S,,1630.33,600,2025-02-27T13:32:21.426037Z,2025-09-02T16:35:44.562079Z
PROD_000207,ProDock 14,Peripherals,2085.27,689,2026-07-05T19:30:12.987511Z,2026-07-22T11:32:24.502109Z
PROD_000208,FlexStand Max,Accessories,2072.23,280,2026-03-29T08:56:31.053540Z,2026-05-05T05:24:12.157685Z
PROD_000209,SecureVault X2,Audio,1188.76,753,2025-12-18T10:33:28.687679Z,2026-06-04T23:24:24.649090Z
PROD_000210,PowerHub 16,Storage,640.8,281,2026-03-21T14:58:16.905481Z,2026-06-10T10:41:02.751725Z
PROD_000211,SwiftDrive Elite,Electronics,1541.5,572,2025-04-17T23:17:43.872152Z,2025-04-29T23:33:39.417714Z
PROD_000212,ClearAudio 14,Peripherals,772.7,286,2025-03-21T17:55:02.810394Z,2026-02-12T15:33:00.392793Z
PROD_000213,ClearAudio S,Networking,570.23,738,2025-03-10T19:07:15.426856Z,2025-06-19T19:24:19.776295Z
PROD_000214,UltraBook Elite,Storage,1271.55,56,2026-07-15T08:05:22.001371Z,2026-07-19T23:56:24.229033Z
PROD_000215,ClearAudio 16,Networking,444.61,417,2026-07-25T11:33:14.911578Z,2026-07-26T17:28:40.609669Z
PROD_000216,PowerHub Lite,Audio,1050.72,708,2025-02-23T12:55:27.781783Z,2025-12-18T01:15:13.892091Z
PROD_000217,SecureVault Elite,Peripherals,2060.64,608,2024-12-18T04:50:03.743138Z,2026-04-29T18:18:52.855340Z
PROD_000218,PowerHub S,Computers,190.81,698,2024-10-30T19:20:07.410769Z,2024-11-20T09:33:16.620651Z
PROD_000219,SwiftDrive Air,Storage,2117.74,883,2025-12-01T00:27:05.276389Z,2026-04-24T08:13:56.337045Z
PROD_000220,PowerHub Air,Peripherals,1087.07,23,2026-06-03T11:42:48.805866Z,2026-06-26T20:43:11.429805Z
PROD_000221,StreamDeck Air,Accessories,100.3,774,2025-11-22T15:03:30.089334Z,2025-11-29T20:54:58.733581Z
PROD_000222,SwiftDrive S,Storage,1311.66,583,2024-12-01T03:08:12.515882Z,2025-05-13T14:16:23.627280Z
