order_item_id,order_id,product_id,quantity,unit_price,subtotal,created_at
ITEM_0000000049,ORD_00000020,PROD_000121,9,578.9,7593.6,2026-04-27T17:06:32.840083Z
ITEM_0000000050,ORD_00000021,PROD_000033,2,822.88,1645.76,2025-05-10T20:35:30.558847Z
ITEM_0000000051,ORD_00000021,PROD_000099,1,1345.94,1345.94,2025-05-10T02:18:36.636047Z
ITEM_0000000052,ORD_00000021,PROD_000006,1,1191.11,1191.11,2025-05-10T21:08:01.293710Z
ITEM_0000000053,ORD_00000021,PROD_000160,3,204.02,612.06,2025-05-10T15:16:13.759417Z
ITEM_0000000054,ORD_00000022,PROD_000293,2,2046.45,4092.9,2026-07-04T04:03:46.495303Z
ITEM_0000000055,ORD_00000022,PROD_000076,3,921.15,2763.45,2026-07-04T21:08:43.243292Z
ITEM_0000000056,ORD_00000022,PROD_000183,2,1914.78,3829.56,2026-07-04T22:29:08.688847Z
ITEM_0000000057,ORD_00000022,PROD_000194,1,2098.18,2098.18,2026-07-04T22:33:51.801398Z
ITEM_0000000058,ORD_00000023,PROD_000275,1,77.66,77.66,2026-04-05T17:36:14.644584Z
ITEM_0000000059,ORD_00000023,PROD_000083,1,2183.58,2183.58,2026-04-05T08:32:30.235745Z
ITEM_0000000060,ORD_00000023,PROD_000185,1,1314.0,1314.0,2026-04-05T18:16:20.358175Z
ITEM_0000000061,ORD_00000023,PROD_000210,3,640.8,1922.4,2026-04-05T02:41:47.828758Z
ITEM_0000000062,ORD_00000023,PROD_000115,2,2032.25,4064.5,2026-04-05T03:34:35.942489Z
ITEM_0000000063,ORD_00000024,PROD_000167,3,1172.4,3517.2,2025-12-01T21:25:46.147019Z
ITEM_0000000064,ORD_00000024,PROD_000143,4,1021.57,4086.28,2025-12-01T19:12:49.246979Z
ITEM_0000000065,ORD_00000024,PROD_000230,2,1509.36,3018.72,2025-12-01T21:36:20.263887Z
ITEM_0000000066,ORD_00000024,PROD_000211,3,1541.5,4624.5,2025-12-01T16:20:54.440901Z
ITEM_0000000067,ORD_00000024,PROD_000005,3,2157.07,6471.21,2025-12-01T01:47:29.665727Z
ITEM_0000000068,ORD_00000025,PROD_000212,5,772.7,3863.5,2024-10-10T14:44:32.917008Z
ITEM_0000000069,ORD_00000025,PROD_000085,3,116.65,349.95,2024-10-10T03:48:59.032803Z
ITEM_0000000070,ORD_00000025,PROD_000234,3,1943.4,5830.2,2024-10-10T21:42:00.970527Z
ITEM_0000000071,ORD_00000025,PROD_000159,5,1257.31,6286.55,2024-10-10T02:07:50.182229Z
ITEM_0000000072,ORD_00000025,PROD_000055,5,1633.8,8169.0,2024-10-10T11:42:31.563520Z
ITEM_0000000073,ORD_00000026,PROD_000031,8,2078.1,16624.8,2025-06-08T08:36:35.434559Z
ITEM_0000000074,ORD_00000026,PROD_000059,9,1119.42,10074.78,2025-06-08T00:07:32.485685Z
ITEM_0000000075,ORD_00000026,PROD_000008,4,351.22,1404.88,2025-06-08T07:10:20.485746Z
ITEM_0000000076,ORD_00000026,PROD_000147,8,86.54,692.32,2025-06-08T09:14:50.791378Z
ITEM_0000000077,ORD_00000027,PROD_000263,3,1598.66,4795.98,2024-11-06T14:28:39.623694Z
ITEM_0000000078,ORD_00000027,PROD_000257,7,990.35,6932.45,2024-11-06T18:09:16.423565Z
ITEM_0000000079,ORD_00000028,PROD_000050,6,1140.81,6844.86,2025-08-02T03:10:29.385041Z
ITEM_0000000080,ORD_00000028,PROD_000244,2,494.01,988.02,2025-08-02T00:15:17.253789Z
ITEM_0000000081,ORD_00000028,PROD_000236,4,274.32,1097.28,2025-08-02T06:46:53.162064Z
ITEM_0000000082,ORD_00000029,PROD_000059,6,1119.42,6716.52,2025-05-07T00:40:08.029116Z
ITEM_0000000083,ORD_00000030,PROD_000188,9,516.01,4644.09,2026-01-20T06:35:16.702309Z
ITEM_0000000084,ORD_00000030,PROD_000218,3,190.81,572.43,2026-01-20T03:53:26.113946Z
ITEM_0000000085,ORD_00000031,PROD_000275,1,77.66,77.66,2026-07-23T12:33:08.754803Z
ITEM_0000000086,ORD_00000031,PROD_000189,1,40.15,40.15,2026-07-23T17:06:17.892877Z
ITEM_0000000087,ORD_00000031,PROD_000160,1,204.02,204.02,2026-07-23T05:51:12.140054Z
ITEM_0000000088,ORD_00000032,PROD_000261,3,1135.81,3407.43,2025-06-19T18:43:56.935046Z
ITEM_0000000089,ORD_00000032,PROD_000231,9,75.66,680.94,2025-06-19T06:23:16.826658Z
ITEM_0000000090,ORD_00000032,PROD_000151,4,2037.75,8151.0,2025-06-19T11:11:17.737929Z
ITEM_0000000091,ORD_00000032,PROD_000253,6,2258.52,13551.12,2025-06-19T15:16:18.816426Z
ITEM_0000000092,ORD_00000033,PROD_000187,4,2287.37,9149.48,2025-09-08T06:31:29.622531Z
ITEM_0000000093,ORD_00000033,PROD_000288,4,867.99,3471.96,2025-09-08T20:55:18.684955Z
ITEM_0000000094,ORD_00000033,PROD_000011,6,2289.55,13737.3,2025-09-08T03:08:07.023214Z
ITEM_0000000095,ORD_00000033,PROD_000131,2,1010.05,2020.1,2025-09-08T14:10:55.377971Z
ITEM_0000000096,ORD_00000034,PROD_000185,3,1314.0,3942.0,2025-02-02T03:45:30.311058Z
ITEM_0000000097,ORD_00000034,PROD_000202,1,1589.35,1589.35,2025-02-02T06:08:23.061569Z
ITEM_0000000098,ORD_00000035,PROD_000256,3,378.64,1135.92,2025-04-26T18:26:46.275317Z
ITEM_0000000099,ORD_00000036,PROD_000225,2,121.97,243.94,2025-05-30T16:14:08.891296Z
ITEM_0000000100,ORD_00000036,PROD_000144,2,2195.76,4391.52,2025-05-30T05:13:38.218804Z
ITEM_0000000101,ORD_00000037,PROD_000119,1,2151.12,2151.12,2025-02-20T03:01:22.006867Z
ITEM_0000000102,ORD_00000037,PROD_000068,2,1927.48,3854.96,2025-02-20T01:30:49.681416Z
ITEM_0000000103,ORD_00000037,PROD_000174,3,566.7,1700.1,2025-02-20T05:50:59.551434Z
ITEM_0000000104,ORD_00000037,PROD_000070,4,1356.15,5424.6,2025-02-20T13:31:30.833187Z
ITEM_0000000105,ORD_00000038,PROD_000041,9,2172.19,19549.71,2026-03-13T11:07:02.012498Z
ITEM_0000000106,ORD_00000038,PROD_000001,6,914.5,5487.0,2026-03-13T14:48:10.071001Z
ITEM_0000000107,ORD_00000039,PROD_000183,3,1914.78,5744.34,2025-01-03T00:35:36.586607Z
ITEM_0000000108,ORD_00000040,PROD_000044,4,761.64,3046.56,2025-03-17T16:21:03.937136Z
ITEM_0000000109,ORD_00000040,PROD_000082,5,292.35,1461.75,2025-03-17T21:58:23.636000Z
ITEM_0000000110,ORD_00000040,PROD_000014,6,1268.78,9982.08,2025-03-17T04:26:34.750971Z
ITEM_0000000111,ORD_00000041,PROD_000121,2,578.9,1157.8,2026-03-27T02:52:20.850071Z
ITEM_0000000112,ORD_00000041,PROD_000265,4,898.16,3592.64,2026-03-27T11:07:29.378303Z
ITEM_0000000113,ORD_00000042,PROD_000063,4,120.86,483.44,2026-04-08T00:03:28.538167Z
ITEM_0000000114,ORD_00000042,PROD_000217,6,2060.64,12363.84,2026-04-08T20:22:33.734703Z
ITEM_0000000115,ORD_00000042,PROD_000167,5,1172.4,5862.0,2026-04-08T21:34:21.995615Z
ITEM_0000000116,ORD_00000043,PROD_000054,7,448.5,3139.5,2025-10-21T03:18:49.723306Z
ITEM_0000000117,ORD_00000043,PROD_000158,9,1836.67,16530.03,2025-10-21T07:41:35.283524Z
ITEM_0000000118,ORD_00000043,PROD_000166,3,944.0,2832.0,2025-10-21T21:44:16.950707Z
ITEM_0000000119,ORD_00000044,PROD_000285,8,282.55,2260.4,2026-07-09T17:43:56.728735Z
ITEM_0000000120,ORD_00000044,PROD_000262,8,1703.75,13630.0,2026-07-09T22:57:53.992910Z
ITEM_0000000121,ORD_00000044,PROD_000162,6,1349.07,8094.42,2026-07-09T08:39:04.787940Z
ITEM_0000000122,ORD_00000044,PROD_000203,8,1098.72,8789.76,2026-07-09T13:29:41.158582Z
ITEM_0000000123,ORD_00000045,PROD_000183,6,1914.78,11488.68,2025-01-01T16:09:59.937272Z
ITEM_0000000124,ORD_00000045,PROD_000127,5,216.66,497.14,2025-01-01T17:00:17.461788Z
ITEM_0000000125,ORD_00000045,PROD_000103,5,1264.13,6320.65,2025-01-01T11:04:51.533684Z
ITEM_0000000126,ORD_00000046,PROD_000248,2,2296.24,5643.47,2025-01-31T02:09:54.261271Z
ITEM_0000000127,ORD_00000046,PROD_000175,4,762.99,3051.96,2025-01-31T21:32:55.604092Z
ITEM_0000000128,ORD_00000046,PROD_000059,3,1119.42,3358.26,2025-01-31T07:09:45.319747Z
ITEM_0000000129,ORD_00000046,PROD_000199,4,2055.54,8222.16,2025-01-31T00:00:37.565866Z
ITEM_0000000130,ORD_00000047,PROD_000174,8,566.7,4533.6,2026-04-23T06:08:37.540627Z
ITEM_0000000131,ORD_00000047,PROD_000275,5,77.66,388.3,2026-04-23T19:56:43.631309Z
ITEM_0000000132,ORD_00000047,PROD_000228,9,221.43,1992.87,2026-04-23T23:51:28.856022Z
ITEM_0000000133,ORD_00000047,PROD_000256,9,378.64,3407.76,2026-04-23T01:27:02.026103Z
ITEM_0000000134,ORD_00000048,PROD_000225,2,121.97,243.94,2025-03-20T21:46:40.866045Z
ITEM_0000000135,ORD_00000048,PROD_000196,3,421.43,1264.29,2025-03-20T16:58:44.480700Z
ITEM_0000000136,ORD_00000048,PROD_000041,4,2172.19,8688.76,2025-03-20T15:45:31.838851Z
ITEM_0000000137,ORD_00000048,PROD_000004,4,1397.73,5590.92,2025-03-20T08:23:53.525958Z
ITEM_0000000138,ORD_00000048,PROD_000063,6,120.86,725.16,2025-03-20T04:18:48.565406Z
ITEM_0000000139,ORD_00000049,PROD_000083,4,2183.58,8734.32,2025-12-02T06:45:14.604233Z
ITEM_0000000140,ORD_00000050,PROD_000133,9,1988.72,17898.48,2025-05-19T11:26:29.968528Z
ITEM_0000000141,ORD_00000050,PROD_000037,5,855.0,4275.0,2025-05-19T21:17:07.769747Z
ITEM_0000000142,ORD_00000050,PROD_000195,6,1511.56,9069.36,2025-05-19T00:18:20.437979Z
ITEM_0000000143,ORD_00000050,PROD_000119,7,2151.12,15057.84,2025-05-19T02:57:06.421390Z
ITEM_0000000144,ORD_00000050,PROD_000159,5,1257.31,6286.55,2025-05-19T14:41:25.515427Z
ITEM_0000000145,ORD_00000051,PROD_000072,6,2302.86,13817.16,2026-03-08T13:19:21.923233Z
ITEM_0000000146,ORD_00000051,PROD_000095,2,749.09,1498.18,2026-03-08T15:23:03.301484Z
ITEM_0000000147,ORD_00000051,PROD_000276,6,161.43,968.58,2026-03-08T15:33:08.622104Z
ITEM_0000000148,ORD_00000052,PROD_000270,2,1280.77,2561.54,2025-11-11T21:17:02.064700Z
ITEM_0000000149,ORD_00000052,PROD_000246,1,968.59,968.59,2025-11-11T09:26:55.452767Z
ITEM_0000000150,ORD_00000053,PROD_000135,3,2219.44,6658.32,2026-06-14T00:25:22.263813Z
ITEM_0000000151,ORD_00000053,PROD_000166,2,944.0,1888.0,2026-06-14T16:31:20.389578Z
ITEM_0000000152,ORD_00000053,PROD_000149,2,977.78,1955.56,2026-06-14T04:36:25.109410Z
ITEM_0000000153,ORD_00000053,PROD_000142,1,2392.27,2392.27,2026-06-14T13:38:29.981889Z
ITEM_0000000154,ORD_00000053,PROD_000233,3,246.87,740.61,2026-06-14T16:13:20.076397Z
ITEM_0000000155,ORD_00000054,PROD_000295,5,1966.41,9832.05,2026-04-15T22:56:47.563293Z
ITEM_0000000156,ORD_00000054,PROD_000129,3,573.89,1721.67,2026-04-15T14:41:34.968279Z
ITEM_0000000157,ORD_00000054,PROD_000199,3,2055.54,6166.62,2026-04-15T22:07:38.644588Z
ITEM_0000000158,ORD_00000054,PROD_000057,9,241.4,2172.6,2026-04-15T23:27:08.276548Z
ITEM_0000000159,ORD_00000054,PROD_000157,8,298.18,2385.44,2026-04-15T15:26:45.995075Z
ITEM_0000000160,ORD_00000055,PROD_000047,9,1281.81,11536.29,2026-05-27T00:08:41.975750Z
ITEM_0000000161,ORD_00000056,PROD_000039,7,598.02,4186.14,2025-01-20T01:40:17.942708Z
ITEM_0000000162,ORD_00000056,PROD_000196,4,421.43,1685.72,2025-01-20T09:52:46.283809Z
ITEM_0000000163,ORD_00000056,PROD_000094,4,671.02,2684.08,2025-01-20T01:06:25.352931Z
ITEM_0000000164,ORD_00000057,PROD_000161,5,95.86,479.3,2024-11-02T19:48:33.878899Z
ITEM_0000000165,ORD_00000057,PROD_000141,4,1623.53,6494.12,2024-11-02T01:09:56.296833Z
ITEM_0000000166,ORD_00000057,PROD_000098,9,530.54,4774.86,2024-11-02T11:03:31.293622Z
ITEM_0000000167,ORD_00000057,PROD_000109,8,1728.54,13828.32,2024-11-02T07:11:32.056736Z
ITEM_0000000168,ORD_00000058,PROD_000169,2,26.63,53.26,2025-11-24T04:48:55.512715Z
ITEM_0000000169,ORD_00000058,PROD_000113,4,1143.37,4573.48,2025-11-24T13:22:21.269751Z
ITEM_0000000170,ORD_00000059,PROD_000112,9,1309.46,11785.14,2026-02-05T18:47:55.133732Z
ITEM_0000000171,ORD_00000059,PROD_000092,6,1892.0,11352.0,2026-02-05T22:03:53.145580Z
ITEM_0000000172,ORD_00000059,PROD_000178,3,1340.79,4022.37,2026-02-05T20:06:13.927677Z
ITEM_0000000173,ORD_00000059,PROD_000114,8,2208.66,17669.28,2026-02-05T07:36:03.457875Z
ITEM_0000000174,ORD_00000059,PROD_000277,7,1859.93,13019.51,2026-02-05T20:56:21.528740Z
ITEM_0000000175,ORD_00000060,PROD_000178,7,1340.79,9385.53,2025-02-06T07:36:44.825766Z
ITEM_0000000176,ORD_00000060,PROD_000237,8,840.33,6722.64,2025-02-06T02:18:51.189540Z
ITEM_0000000177,ORD_00000060,PROD_000046,6,931.38,5588.28,2025-02-06T21:11:11.035228Z
ITEM_0000000178,ORD_00000060,PROD_000201,9,231.7,2085.3,2025-02-06T20:46:43.340999Z
ITEM_0000000179,ORD_00000061,PROD_000029,6,496.58,2979.48,2026-02-09T20:09:10.964530Z
ITEM_0000000180,ORD_00000062,PROD_000191,4,1038.32,4153.28,2025-04-07T01:00:02.616564Z
ITEM_0000000181,ORD_00000062,PROD_000031,8,2078.1,16624.8,2025-04-07T13:13:40.147336Z
ITEM_0000000182,ORD_00000062,PROD_000218,8,190.81,1526.48,2025-04-07T15:59:28.927684Z
ITEM_0000000183,ORD_00000062,PROD_000207,5,2085.27,10426.35,2025-04-07T17:26:07.502723Z
ITEM_0000000184,ORD_00000062,PROD_000159,6,1257.31,7543.86,2025-04-07T20:01:15.303347Z
ITEM_0000000185,ORD_00000063,PROD_000239,2,1414.86,2829.72,2025-03-23T15:13:20.793035Z
ITEM_0000000186,ORD_00000064,PROD_000113,5,1143.37,5716.85,2026-04-03T23:20:09.191195Z
ITEM_0000000187,ORD_00000064,PROD_000203,4,1098.72,4394.88,2026-04-03T16:16:40.146456Z
ITEM_0000000188,ORD_00000065,PROD_000140,2,1231.76,2463.52,2025-08-14T09:09:59.450514Z
ITEM_0000000189,ORD_00000066,PROD_000079,2,94.54,189.08,2026-05-30T19:40:23.034537Z
ITEM_0000000190,ORD_00000066,PROD_000157,4,298.18,1192.72,2026-05-30T04:35:16.026819Z
ITEM_0000000191,ORD_00000067,PROD_000259,1,49.31,49.31,2024-10-29T09:19:25.451875Z
ITEM_0000000192,ORD_00000067,PROD_000194,3,2098.18,6294.54,2024-10-29T09:44:35.232763Z
ITEM_0000000193,ORD_00000067,PROD_000003,3,458.01,1374.03,2024-10-29T18:40:19.220580Z
ITEM_0000000194,ORD_00000067,PROD_000259,1,49.31,49.31,2024-10-29T21:47:22.949403Z
ITEM_0000000195,ORD_00000068,PROD_000250,4,1844.15,7376.6,2025-06-27T20:19:45.868125Z
ITEM_0000000196,ORD_00000068,PROD_000277,9,1859.93,16739.37,2025-06-27T22:38:45.173693Z
ITEM_0000000197,ORD_00000069,PROD_000045,1,1626.97,1626.97,2025-12-19T12:55:32.415084Z
ITEM_0000000198,ORD_00000069,PROD_000282,4,1708.09,6832.36,2025-12-19T23:47:33.729176Z
ITEM_0000000199,ORD_00000069,PROD_000242,2,903.6,1807.2,2025-12-19T08:16:38.937566Z
ITEM_0000000200,ORD_00000069,PROD_000010,2,1949.85,3899.7,2025-12-19T21:59:50.796117Z
ITEM_0000000201,ORD_00000070,PROD_000127,7,216.66,1516.62,2026-05-18T00:07:25.607442Z
ITEM_0000000202,ORD_00000070,PROD_000138,6,2143.17,12859.02,2026-05-18T13:37:04.843580Z
ITEM_0000000203,ORD_00000070,PROD_000105,6,530.6,3183.6,2026-05-18T15:38:50.259734Z
ITEM_0000000204,ORD_00000070,PROD_000283,9,1095.74,9861.66,2026-05-18T00:05:49.706162Z
ITEM_0000000205,ORD_00000070,PROD_000082,9,292.35,2631.15,2026-05-18T00:04:24.225508Z
ITEM_0000000206,ORD_00000071,PROD_000284,1,1696.44,1696.44,2025-06-01T02:10:31.047711Z
ITEM_0000000207,ORD_00000072,PROD_000004,8,1397.73,11181.84,2025-12-04T00:44:06.688031Z
ITEM_0000000208,ORD_00000073,PROD_000038,2,1585.92,3171.84,2025-10-08T09:46:31.319233Z
ITEM_0000000209,ORD_00000073,PROD_000060,1,85.37,85.37,2025-10-08T14:40:03.941526Z
ITEM_0000000210,ORD_00000073,PROD_000283,2,1095.74,2191.48,2025-10-08T00:08:30.147462Z
ITEM_0000000211,ORD_00000074,PROD_000086,1,270.67,270.67,2025-03-05T12:42:43.013231Z
ITEM_0000000212,ORD_00000074,PROD_000110,1,1182.62,1182.62,2025-03-05T08:44:04.572925Z
ITEM_0000000213,ORD_00000075,PROD_000111,4,1812.09,7248.36,2025-06-01T12:31:43.027863Z
ITEM_0000000214,ORD_00000075,PROD_000043,6,431.97,2591.82,2025-06-01T14:32:07.118425Z
ITEM_0000000215,ORD_00000075,PROD_000240,9,2045.35,18408.15,2025-06-01T23:34:26.772648Z
ITEM_0000000216,ORD_00000075,PROD_000004,4,1397.73,5590.92,2025-06-01T10:06:21.197973Z
ITEM_0000000217,ORD_00000075,PROD_000132,9,1773.72,15963.48,2025-06-01T05:27:28.245221Z
ITEM_0000000218,ORD_00000076,PROD_000015,5,67.76,338.8,2024-11-26T10:50:20.002756Z
ITEM_0000000219,ORD_00000076,PROD_000257,4,990.35,3961.4,2024-11-26T05:35:18.432915Z
ITEM_0000000220,ORD_00000076,PROD_000229,2,1420.61,2841.22,2024-11-26T07:50:31.528700Z
ITEM_0000000221,ORD_00000077,PROD_000044,5,761.64,3808.2,2026-02-25T05:28:10.476643Z
ITEM_0000000222,ORD_00000078,PROD_000219,3,2117.74,6353.22,2025-03-17T12:34:01.076541Z
ITEM_0000000223,ORD_00000079,PROD_000181,5,1166.82,5834.1,2025-08-11T18:27:58.534999Z
ITEM_0000000224,ORD_00000079,PROD_000100,2,2100.65,4201.3,2025-08-11T05:57:50.831696Z
ITEM_0000000225,ORD_00000079,PROD_000029,5,496.58,2482.9,2025-08-11T23:42:38.026465Z
ITEM_0000000226,ORD_00000079,PROD_000153,6,1203.06,7218.36,2025-08-11T21:05:15.568756Z
ITEM_0000000227,ORD_00000079,PROD_000267,2,1935.61,3871.22,2025-08-11T18:03:58.130334Z
ITEM_0000000228,ORD_00000080,PROD_000020,7,890.63,6234.41,2024-09-30T04:50:06.471702Z
ITEM_0000000229,ORD_00000080,PROD_000170,3,44.6,133.8,2024-09-30T15:55:29.795221Z
ITEM_0000000230,ORD_00000080,PROD_000067,4,1581.59,6326.36,2024-09-30T21:13:35.004400Z
ITEM_0000000231,ORD_00000080,PROD_000180,4,196.61,786.44,2024-09-30T09:28:32.916429Z
ITEM_0000000232,ORD_00000081,PROD_000256,4,378.64,1514.56,2025-07-21T14:10:39.637202Z
ITEM_0000000233,ORD_00000081,PROD_000098,4,530.54,2122.16,2025-07-21T20:46:21.734619Z
ITEM_0000000234,ORD_00000081,PROD_000009,4,1515.61,6062.44,2025-07-21T22:57:16.031470Z
ITEM_0000000235,ORD_00000081,PROD_000125,7,649.8,4548.6,2025-07-21T16:25:42.444269Z
ITEM_0000000236,ORD_00000081,PROD_000271,5,452.95,2264.75,2025-07-21T12:18:34.299890Z
ITEM_0000000237,ORD_00000082,PROD_000243,1,701.93,701.93,2025-02-22T10:55:14.870775Z
ITEM_0000000238,ORD_00000082,PROD_000160,1,204.02,204.02,2025-02-22T12:40:10.059266Z
ITEM_0000000239,ORD_00000083,PROD_000285,2,282.55,565.1,2025-08-17T05:56:13.204428Z
ITEM_0000000240,ORD_00000083,PROD_000017,2,559.22,1118.44,2025-08-17T08:17:23.380706Z
ITEM_0000000241,ORD_00000083,PROD_000061,3,557.61,1672.83,2025-08-17T20:19:13.284054Z
ITEM_0000000242,ORD_00000083,PROD_000076,1,921.15,921.15,2025-08-17T02:06:29.356027Z
ITEM_0000000243,ORD_00000083,PROD_000295,2,1966.41,3932.82,2025-08-17T09:36:21.501273Z
ITEM_0000000244,ORD_00000084,PROD_000140,5,1231.76,6158.8,2026-07-14T20:39:11.945894Z
ITEM_0000000245,ORD_00000084,PROD_000199,4,2055.54,8222.16,2026-07-14T05:37:38.921113Z
ITEM_0000000246,ORD_00000084,PROD_000227,3,162.17,486.51,2026-07-14T08:28:46.214221Z
ITEM_0000000247,ORD_00000084,PROD_000271,5,452.95,2264.75,2026-07-14T11:48:41.597603Z
ITEM_0000000248,ORD_00000085,PROD_000286,2,189.32,378.64,2024-10-27T08:20:47.206118Z
ITEM_0000000249,ORD_00000085,PROD_000014,1,1268.78,1268.78,2024-10-27T04:16:25.314426Z
ITEM_0000000250,ORD_00000085,PROD_000123,4,1308.34,5233.36,2024-10-27T17:40:43.866010Z
ITEM_0000000251,ORD_00000085,PROD_000087,3,1008.42,3025.26,2024-10-27T06:47:03.857703Z
ITEM_0000000252,ORD_00000086,PROD_000033,7,822.88,5760.16,2026-05-24T15:38:44.659371Z
ITEM_0000000253,ORD_00000086,PROD_000174,3,566.7,1700.1,2026-05-24T13:04:54.810280Z
ITEM_0000000254,ORD_00000087,PROD_000278,6,1830.57,10983.42,2026-06-18T16:14:40.140157Z
ITEM_0000000255,ORD_00000087,PROD_000089,3,2221.64,6664.92,2026-06-18T17:25:56.083831Z
ITEM_0000000256,ORD_00000087,PROD_000281,5,102.85,514.25,2026-06-18T04:23:02.891779Z
